ProblemType:	CARP
NumberNodes:	11068
NumberEdges:	12077
DepotNodeNumber:	7670
NumberOfFractions:	1
NumberOfIntervalsForFraction	General_Glass_Metal_Plastic_Organic	1	14
GRAPH
EdgeNumber	EdgeId	StartNodeNumber	EndNodeNumber	Cost	Demand_0	Bins_0
START
0	0	0	1	77	0	0
1	2	2	3	39	162	1
2	3	1	4	22	0	0
3	4	5	6	81	162	1
4	5	7	5	8	0	0
5	7	9	10	55	0	0
6	11	11	12	44	0	0
7	12	13	14	95	0	0
8	13	14	15	42	0	0
9	16	13	17	17	0	0
10	17	17	18	27	204	1
11	18	19	20	13	0	0
12	19	21	22	223	0	0
13	20	21	23	457	374	3
14	21	23	24	515	162	1
15	22	25	26	1567	502	2
16	24	27	28	325	323	2
17	26	28	29	225	0	0
18	32	33	34	593	0	0
19	35	35	36	533	162	1
20	38	38	39	28	162	1
21	39	39	40	107	281	2
22	40	41	42	418	689	4
23	41	42	43	106	808	5
24	43	44	45	64	162	1
25	46	46	47	296	0	0
26	48	48	49	595	0	0
27	49	48	46	13	0	0
28	51	50	51	266	162	1
29	52	46	52	424	0	0
30	53	53	54	202	0	0
31	56	55	56	31	323	2
32	62	57	58	67	689	4
33	63	58	59	14	162	1
34	65	60	61	31	204	1
35	66	61	62	15	0	0
36	67	63	64	291	3781	28
37	68	64	65	63	884	4
38	69	66	67	284	0	0
39	78	68	69	293	162	1
40	80	70	71	127	94	1
41	81	72	73	255	119	1
42	82	73	74	497	442	3
43	83	71	75	159	0	0
44	85	76	77	631	0	0
45	86	78	79	25	0	0
46	87	79	80	51	340	1
47	92	81	82	55	0	0
48	93	81	83	130	0	0
49	94	84	83	18	0	0
50	95	85	86	142	0	0
51	96	84	85	12	0	0
52	97	87	88	133	0	0
53	98	88	89	172	485	3
54	99	90	91	38	323	2
55	100	92	93	299	340	1
56	101	94	92	224	0	0
57	103	95	94	101	0	0
58	107	96	97	34	850	4
59	108	98	99	44	323	2
60	109	100	98	87	485	3
61	111	101	102	68	969	6
62	112	103	104	65	3111	19
63	113	105	106	126	1496	9
64	114	107	108	105	1455	8
65	115	109	110	44	969	6
66	116	111	112	41	485	3
67	117	113	109	39	527	3
68	118	114	115	140	935	5
69	119	116	117	91	485	3
70	120	118	119	51	570	3
71	121	120	121	37	689	4
72	123	122	123	16	0	0
73	126	124	125	31	162	1
74	135	126	127	114	323	2
75	138	128	129	20	0	0
76	139	130	131	59	680	1
77	140	132	133	104	1377	8
78	149	134	135	11	162	1
79	150	135	136	103	1292	8
80	151	137	138	1363	0	0
81	152	139	140	368	204	1
82	153	141	142	198	119	1
83	155	143	144	185	162	1
84	158	145	146	664	81	1
85	159	147	148	242	162	1
86	160	148	149	108	0	0
87	161	149	150	164	0	0
88	162	151	149	79	162	1
89	163	152	153	81	944	6
90	164	154	155	38	689	4
91	165	156	157	37	323	2
92	166	157	158	15	0	0
93	170	159	160	40	485	3
94	171	160	161	39	1267	8
95	172	162	163	88	1131	7
96	173	163	164	14	162	1
97	178	165	166	12	162	1
98	179	167	168	12	188	1
99	180	168	169	55	936	5
100	181	170	171	39	485	3
101	183	173	172	16	0	0
102	184	174	175	35	485	3
103	185	176	177	38	646	4
104	186	176	178	20	2907	18
105	187	179	180	33	162	1
106	188	181	182	661	0	0
107	189	183	184	112	323	2
108	190	185	186	615	459	3
109	191	187	188	71	0	0
110	192	188	189	79	621	4
111	193	190	191	74	808	5
112	194	192	193	301	366	2
113	195	194	195	28	162	1
114	196	196	197	81	646	4
115	197	197	198	44	323	2
116	198	198	199	15	0	0
117	199	200	201	102	1054	6
118	200	201	76	48	162	1
119	201	202	203	132	0	0
120	202	204	171	57	0	0
121	203	171	205	142	808	5
122	204	204	206	25	0	0
123	205	207	175	78	485	3
124	206	175	208	21	162	1
125	207	209	180	13	0	0
126	208	180	207	141	1318	9
127	209	210	211	156	485	3
128	210	212	213	185	162	1
129	211	213	210	149	0	0
130	212	214	215	61	323	2
131	213	216	217	22	281	2
132	214	217	218	91	1165	4
133	215	219	220	424	0	0
134	216	221	222	403	340	1
135	217	223	224	56	969	6
136	218	224	225	4	0	0
137	219	226	227	31	527	3
138	220	226	228	42	808	5
139	221	229	230	56	1335	8
140	222	229	231	33	485	3
141	223	232	233	84	0	0
142	224	234	235	18	0	0
143	225	236	237	64	0	0
144	226	238	239	28	646	4
145	227	238	240	33	255	2
146	228	241	242	72	162	1
147	229	243	244	198	1981	12
148	230	244	245	187	0	0
149	231	246	247	260	0	0
150	232	247	248	209	0	0
151	233	249	250	13	0	0
152	234	249	251	110	323	2
153	235	252	253	77	323	2
154	236	253	254	85	808	5
155	237	255	252	19	0	0
156	241	169	256	21	374	2
157	242	257	258	16	0	0
158	244	259	260	50	731	3
159	245	261	262	4	0	0
160	246	263	264	86	689	4
161	247	263	203	14	0	0
162	248	265	266	91	646	4
163	249	267	268	91	119	1
164	250	269	270	14	94	1
165	251	270	271	68	162	1
166	252	272	269	52	323	2
167	253	273	274	15	0	0
168	254	275	276	94	0	0
169	255	277	278	76	1012	6
170	256	278	279	73	646	4
171	257	278	280	15	1709	11
172	258	281	282	83	1182	4
173	259	281	283	24	527	3
174	260	284	285	17	323	2
175	262	286	287	194	204	1
176	263	288	289	11	0	0
177	264	289	290	75	647	3
178	265	290	291	76	204	1
179	266	291	292	16	0	0
180	267	293	290	65	969	6
181	268	294	295	48	0	0
182	269	295	296	59	442	3
183	270	296	297	57	323	2
184	271	292	298	71	604	4
185	272	291	299	80	1012	6
186	274	301	302	461	0	0
187	275	301	303	389	0	0
188	276	304	305	989	0	0
189	277	304	306	539	162	1
190	279	307	308	105	986	5
191	280	307	309	11	0	0
192	281	310	311	34	527	3
193	282	312	313	39	162	1
194	284	314	315	398	0	0
195	285	316	317	280	162	1
196	286	318	309	86	647	3
197	287	309	317	161	808	5
198	288	319	320	132	986	5
199	289	312	310	89	969	6
200	290	310	321	58	527	3
201	292	322	323	100	578	4
202	293	324	325	118	324	1
203	294	326	327	45	442	3
204	295	327	328	89	0	0
205	296	329	330	51	647	3
206	297	330	331	83	366	2
207	298	332	333	464	0	0
208	299	330	334	119	969	6
209	301	335	336	399	340	1
210	303	337	338	153	81	1
211	305	339	340	11	0	0
212	306	341	342	440	162	1
213	307	343	344	339	162	1
214	308	342	343	186	0	0
215	309	345	346	171	0	0
216	310	347	348	403	485	3
217	311	348	349	774	702	5
218	313	350	351	67	162	1
219	314	352	353	464	0	0
220	316	354	355	19	162	1
221	317	356	357	28	255	2
222	319	358	359	80	850	5
223	320	359	360	27	204	1
224	321	361	362	49	119	1
225	322	363	364	42	162	1
226	323	364	365	112	1513	8
227	324	366	367	21	162	1
228	325	367	368	55	485	3
229	326	369	370	28	0	0
230	329	372	373	72	1275	5
231	330	374	375	751	0	0
232	331	376	325	8	0	0
233	332	377	378	298	0	0
234	333	379	380	145	255	2
235	334	381	382	426	162	1
236	335	383	384	461	162	1
237	336	385	386	76	0	0
238	341	387	388	49	485	3
239	342	389	390	86	1012	6
240	343	391	392	83	808	5
241	345	393	394	61	485	3
242	346	395	396	90	366	2
243	349	397	398	66	162	1
244	350	399	400	49	323	2
245	353	401	402	54	689	4
246	354	403	404	90	1293	7
247	355	405	406	48	969	6
248	356	407	408	93	646	4
249	357	409	410	596	0	0
250	358	411	412	1023	94	1
251	359	413	414	67	689	4
252	360	415	416	16	0	0
253	361	417	339	1108	404	3
254	362	418	419	89	1335	8
255	363	420	418	76	850	5
256	364	421	422	66	689	4
257	365	423	424	73	281	2
258	366	425	426	117	1581	9
259	367	427	410	706	162	1
260	368	349	428	105	187	2
261	369	429	430	361	162	1
262	370	431	432	226	94	1
263	371	433	434	198	323	2
264	372	435	436	209	0	0
265	374	437	438	414	485	3
266	375	415	417	185	0	0
267	376	439	440	91	162	1
268	377	441	337	152	0	0
269	378	351	438	211	0	0
270	379	438	442	122	0	0
271	381	415	407	77	646	4
272	382	414	336	111	808	5
273	383	434	429	137	0	0
274	385	431	435	102	0	0
275	386	435	411	351	162	1
276	387	443	440	122	485	3
277	388	426	439	8	0	0
278	389	439	347	147	808	5
279	390	440	347	164	1054	6
280	391	443	441	441	646	4
281	393	444	445	831	0	0
282	394	444	446	1028	323	2
283	395	447	448	398	340	1
284	396	449	435	309	162	1
285	397	450	451	119	646	4
286	398	452	450	54	689	4
287	402	453	454	182	162	1
288	404	445	455	236	0	0
289	405	345	456	140	162	1
290	406	344	457	78	94	1
291	407	346	458	119	162	1
292	408	344	459	113	0	0
293	409	459	460	104	162	1
294	410	343	461	131	0	0
295	412	462	463	160	162	1
296	413	462	464	163	0	0
297	414	464	465	506	0	0
298	415	436	466	214	0	0
299	416	467	436	161	408	1
300	417	468	469	114	162	1
301	418	341	470	106	0	0
302	419	471	409	172	0	0
303	420	471	472	40	0	0
304	421	411	473	204	0	0
305	422	473	449	157	0	0
306	423	474	473	108	94	1
307	424	437	475	123	323	2
308	425	426	476	288	485	3
309	426	476	341	492	0	0
310	427	477	476	78	162	1
311	428	348	478	68	365	3
312	431	428	471	185	162	1
313	432	428	479	92	162	1
314	433	410	480	155	162	1
315	434	480	481	294	323	2
316	435	480	482	838	889	6
317	436	482	483	536	485	3
318	437	482	484	42	0	0
319	438	448	335	83	0	0
320	439	485	486	38	0	0
321	440	486	487	38	0	0
322	441	487	488	58	204	1
323	442	489	490	15	366	2
324	443	491	492	64	901	6
325	444	492	331	2	0	0
326	445	493	494	32	0	0
327	446	494	495	68	434	2
328	447	297	496	22	323	2
329	448	497	498	70	162	1
330	449	490	499	33	808	5
331	450	500	501	30	1292	8
332	457	502	503	79	944	5
333	458	504	505	27	485	3
334	459	506	507	259	94	1
335	460	508	509	126	204	1
336	461	510	511	13	162	1
337	462	512	513	60	646	4
338	463	512	514	7	0	0
339	464	514	515	53	646	4
340	465	514	516	38	0	0
341	466	517	512	74	366	2
342	467	517	518	100	1267	8
343	469	519	520	38	0	0
344	470	520	521	122	0	0
345	471	521	522	227	0	0
346	472	522	523	199	0	0
347	473	523	524	400	162	1
348	474	525	526	296	0	0
349	475	527	528	84	162	1
350	476	529	528	133	808	5
351	477	530	531	365	0	0
352	479	532	533	53	663	3
353	480	534	535	86	0	0
354	481	536	537	198	0	0
355	483	538	537	165	0	0
356	485	539	540	339	0	0
357	486	402	541	44	459	3
358	487	542	543	80	1131	7
359	488	544	545	8	0	0
360	489	546	547	25	485	3
