ProblemType:	CARP
NumberNodes:	28
NumberEdges:	35
DepotNodeNumber:	11
NumberOfFractions:	1
NumberOfIntervalsForFraction	General_Glass_Metal_Plastic_Organic	1	14
GRAPH
EdgeNumber	EdgeId	StartNodeNumber	EndNodeNumber	Cost	Demand_0	Bins_0
START
0	81	0	1	58	6120	6
1	82	2	3	55	29502	16
2	83	4	3	62	25049	17
3	84	5	6	19	27082	69
4	85	3	5	57	2720	2
5	86	7	1	56	3825	5
6	87	6	7	9	0	0
7	89	8	0	194	2312	4
8	109	9	10	108	14331	12
9	110	11	9	145	2023	8
10	270	12	13	35	0	0
11	274	2	11	21	0	0
12	275	14	15	57	0	0
13	277	17	13	44	6052	7
14	283	11	15	82	0	0
15	284	2	18	55	0	0
16	285	18	16	74	23304	28
17	290	12	14	74	8840	7
18	303	19	20	64	3400	2
19	451	21	22	259	27003	24
20	453	7	21	131	25854	12
21	454	24	22	99	26279	14
22	455	22	23	56	30060	18
23	456	6	24	131	18626	6
24	457	21	24	11	0	0
25	462	8	25	97	9265	18
26	463	15	8	32	3400	1
27	1159	18	26	156	9792	12
28	1163	26	9	73	14121	27
29	1164	27	26	74	6290	11
30	1166	16	27	165	8449	13
31	1254	14	25	124	40947	30
32	1256	1	20	14	0	0
33	1257	25	0	112	10166	15
34	-1	16	23	93	0	0
END
-----------------------------------------
InputUsedToGenerateTheGraph:
County:	Frederiksberg
CenterNodeId:	149
Radius:	300
HouseTypes:	Normal	Summer	Apartment
NumberOfWasteFractions: 5
IntervalsForWasteFraction:	general	2.3	3.5	7.0
IntervalsForWasteFraction:	glass	7.0	14.0	21.0	28.0
IntervalsForWasteFraction:	metal	7.0	14.0	28.0	56.0
IntervalsForWasteFraction:	plastic	7.0	14.0	28.0	56.0
IntervalsForWasteFraction:	Organic	28.0
-----------------------------------------


