ProblemType:	CARP
NumberNodes:	3111
NumberEdges:	3358
DepotNodeNumber:	3088
NumberOfFractions:	1
NumberOfIntervalsForFraction	General_Glass_Metal_Plastic_Organic	1	14
GRAPH
EdgeNumber	EdgeId	StartNodeNumber	EndNodeNumber	Cost	Demand_0	Bins_0
START
0	0	0	1	77	0	0
1	2	2	3	39	162	1
2	3	1	4	22	0	0
3	4	5	6	81	162	1
4	5	7	5	8	0	0
5	18	9	10	13	0	0
6	19	11	12	223	0	0
7	20	11	13	457	374	3
8	21	13	14	515	1684	4
9	22	15	16	1567	502	2
10	46	17	18	296	0	0
11	49	19	17	13	0	0
12	51	20	21	266	162	1
13	52	17	22	424	0	0
14	67	23	24	291	12037	45
15	68	24	25	63	2006	5
16	85	26	27	631	0	0
17	88	28	29	7	0	0
18	92	30	31	55	0	0
19	93	30	32	130	0	0
20	94	33	32	18	0	0
21	95	34	35	142	0	0
22	96	33	34	12	0	0
23	97	36	37	133	0	0
24	98	37	38	172	485	3
25	99	39	40	38	485	3
26	108	41	42	44	323	2
27	109	43	41	87	485	3
28	111	44	45	68	969	6
29	112	46	47	65	3111	19
30	113	48	49	126	1496	9
31	118	50	51	140	935	5
32	119	52	53	91	485	3
33	120	54	55	51	570	3
34	123	56	57	16	0	0
35	135	58	59	114	323	2
36	138	60	61	20	0	0
37	139	62	63	59	680	1
38	146	64	65	126	12344	5
39	147	65	66	61	0	0
40	149	67	68	11	570	3
41	150	68	69	103	1853	9
42	155	70	71	185	162	1
43	179	72	73	12	376	2
44	180	73	74	55	936	5
45	181	75	76	39	485	3
46	183	78	77	16	0	0
47	184	79	80	35	485	3
48	185	81	82	38	646	4
49	186	81	83	20	2907	18
50	187	84	85	33	162	1
51	195	86	87	28	162	1
52	196	88	89	81	646	4
53	197	89	90	44	323	2
54	198	90	91	15	0	0
55	199	92	93	102	1054	6
56	200	93	26	48	162	1
57	201	94	95	132	0	0
58	202	96	76	57	0	0
59	203	76	97	142	808	5
60	204	96	98	25	0	0
61	205	99	80	78	485	3
62	206	80	100	21	162	1
63	207	101	85	13	0	0
64	208	85	99	141	1318	9
65	209	102	103	156	485	3
66	210	104	105	185	162	1
67	211	105	102	149	0	0
68	212	106	107	61	323	2
69	213	108	109	22	281	2
70	214	109	110	91	1165	4
71	215	111	112	424	0	0
72	216	113	114	403	4268	4
73	217	115	116	56	969	6
74	218	116	117	4	0	0
75	219	118	119	31	527	3
76	220	118	120	42	808	5
77	221	121	122	56	1335	8
78	222	121	123	33	485	3
79	223	124	125	84	0	0
80	224	126	127	18	0	0
81	225	128	129	64	0	0
82	226	130	131	28	646	4
83	227	130	132	33	255	2
84	228	133	134	72	162	1
85	229	135	136	198	1981	12
86	230	136	137	187	0	0
87	231	138	139	260	3298	3
88	232	139	140	209	0	0
89	233	141	142	13	0	0
90	234	141	143	110	323	2
91	235	144	145	77	2941	4
92	236	145	146	85	808	5
93	237	147	144	19	0	0
94	238	148	147	61	1310	1
95	239	149	148	39	2618	2
96	240	149	150	69	1310	1
97	241	74	151	21	374	2
98	242	152	153	16	188	1
99	244	154	155	50	731	3
100	245	156	157	4	0	0
101	246	158	159	86	689	4
102	247	158	95	14	0	0
103	248	160	161	91	646	4
104	249	162	163	91	119	1
105	250	164	165	14	94	1
106	251	165	166	68	162	1
107	252	167	164	52	323	2
108	253	168	169	15	0	0
109	254	170	171	94	0	0
110	255	172	173	76	1012	6
111	256	173	174	73	646	4
112	257	173	175	15	1709	11
113	258	176	177	83	1182	4
114	259	176	178	24	527	3
115	260	179	180	17	323	2
116	261	179	181	26	2244	2
117	262	182	183	194	204	1
118	279	184	185	105	986	5
119	280	184	186	11	0	0
120	281	187	188	34	527	3
121	282	189	190	39	162	1
122	284	191	192	398	0	0
123	285	193	194	280	162	1
124	286	195	186	86	647	3
125	287	186	194	161	808	5
126	288	196	197	132	986	5
127	289	189	187	89	969	6
128	290	187	198	58	527	3
129	333	199	200	145	255	2
130	334	201	202	426	162	1
131	350	203	204	49	323	2
132	351	204	205	57	0	0
133	354	206	207	90	1293	7
134	355	208	209	48	969	6
135	459	210	211	259	94	1
136	461	212	213	13	162	1
137	466	214	215	74	366	2
138	467	214	216	100	1267	8
139	576	217	218	404	162	1
140	577	219	220	58	689	4
141	578	220	221	55	0	0
142	579	220	222	212	162	1
143	591	223	224	88	1054	6
144	601	225	226	39	162	1
145	602	226	227	56	969	6
146	620	228	229	40	646	4
147	622	230	231	14	162	1
148	631	233	234	110	485	3
149	652	235	236	718	162	1
150	653	237	238	300	0	0
151	660	239	240	64	969	6
152	678	241	242	64	0	0
153	680	243	244	92	901	6
154	698	246	247	107	1131	7
155	699	248	249	176	0	0
156	701	250	251	110	0	0
157	702	252	253	49	0	0
158	757	254	255	142	527	3
159	758	255	256	122	366	2
160	759	257	15	401	0	0
161	760	15	217	32	162	1
162	761	258	259	65	850	5
163	762	260	258	96	740	5
164	769	261	262	86	1513	8
165	770	14	262	155	0	0
166	771	257	263	718	910	3
167	785	264	179	15	0	0
168	786	265	264	61	162	1
169	792	266	267	585	323	2
170	793	267	268	264	0	0
171	806	269	270	480	485	3
172	807	271	272	120	0	0
173	808	272	273	179	604	4
174	810	274	275	344	1624	11
175	811	275	276	145	0	0
176	812	276	277	250	323	2
177	829	277	278	232	1284	2
178	830	254	279	22	0	0
179	831	279	256	113	646	4
180	832	256	280	115	0	0
181	834	281	282	105	162	1
182	835	282	255	51	408	2
183	836	283	284	50	162	1
184	837	284	285	136	162	1
185	841	287	288	205	0	0
186	849	289	290	60	850	5
187	857	291	292	90	0	0
188	858	292	293	14	0	0
189	859	293	294	187	0	0
190	860	293	295	90	0	0
191	861	292	294	188	0	0
192	863	296	297	15	0	0
193	864	297	298	116	162	1
194	880	299	300	155	324	1
195	912	301	302	299	0	0
196	913	301	303	185	0	0
197	914	302	304	130	162	1
198	915	305	306	383	0	0
199	938	307	308	356	340	1
200	954	309	310	207	0	0
201	955	311	312	67	0	0
202	956	313	314	350	162	1
203	957	209	315	31	162	1
204	958	316	317	92	1633	8
205	961	318	319	32	162	1
206	964	320	321	125	1454	9
207	965	321	322	103	1292	8
208	966	323	239	138	1659	9
209	990	324	325	46	323	2
210	991	325	326	8	0	0
211	992	326	327	39	323	2
212	993	320	323	83	0	0
213	994	323	324	41	0	0
214	995	324	328	43	0	0
215	996	328	232	55	0	0
216	1001	321	329	76	969	6
217	1003	239	330	30	647	3
218	1004	328	246	106	1513	9
219	1005	325	331	52	901	6
220	1023	332	333	958	10049	20
221	1024	334	335	303	162	1
222	1025	336	337	142	0	0
223	1026	338	339	153	162	1
224	1027	340	341	240	0	0
225	1028	342	343	220	1105	7
226	1029	344	342	335	340	1
227	1030	344	340	201	323	2
228	1031	340	345	470	0	0
229	1032	346	347	81	1131	7
230	1033	347	343	78	1141	3
231	1034	347	348	143	851	5
232	1037	351	352	1412	1820	10
233	1038	352	353	45	0	0
234	1039	353	354	264	0	0
235	1040	355	356	120	1403	9
236	1041	357	358	151	162	1
237	1042	359	299	388	0	0
238	1059	360	361	99	162	1
239	1136	362	363	338	0	0
240	1137	364	365	453	323	2
241	1138	366	367	31	0	0
242	1139	368	369	99	1250	8
243	1140	248	370	197	162	1
244	1141	371	368	66	0	0
245	1142	368	372	58	0	0
246	1143	372	373	17	0	0
247	1144	244	374	23	94	1
248	1145	243	375	30	323	2
249	1146	376	377	84	485	3
250	1148	378	365	476	162	1
251	1149	365	379	488	459	3
252	1150	380	381	156	0	0
253	1156	382	383	75	485	3
254	1157	383	384	101	162	1
255	1170	385	386	14	0	0
256	1171	387	388	146	0	0
257	1172	388	389	212	0	0
258	1173	388	390	65	0	0
259	1174	390	391	157	1862	11
260	1175	390	392	95	0	0
261	1176	392	393	205	2355	13
262	1178	394	167	118	2941	4
263	1179	169	395	6	0	0
264	1180	395	396	35	0	0
265	1183	287	18	164	0	0
266	1185	18	397	13	0	0
267	1186	397	19	297	0	0
268	1209	398	399	230	162	1
269	1277	400	401	292	323	2
270	1279	402	403	175	1335	8
271	1280	403	404	11	0	0
272	1281	404	405	94	485	3
273	1282	405	406	81	323	2
274	1283	406	407	104	94	1
275	1285	408	409	1296	162	1
276	1286	403	410	43	527	3
277	1287	404	411	33	323	2
278	1288	405	412	48	366	2
279	1289	363	413	344	0	0
280	1290	363	250	59	0	0
281	1291	409	414	27	0	0
282	1292	414	415	248	0	0
283	1293	416	417	39	0	0
284	1295	418	419	832	323	2
285	1296	419	420	317	366	2
286	1297	418	421	169	0	0
287	1298	422	423	437	0	0
288	1299	424	422	127	204	1
289	1300	422	425	83	0	0
290	1301	426	313	283	162	1
291	1302	427	212	98	204	1
292	1303	301	427	135	604	4
293	1304	427	416	51	94	1
294	1311	428	429	143	162	1
295	1319	429	430	153	0	0
296	1323	431	432	134	162	1
297	1330	433	434	337	0	0
298	1331	435	436	62	0	0
299	1332	437	435	64	0	0
300	1334	420	431	17	0	0
301	1335	431	438	378	0	0
302	1336	401	439	21	0	0
303	1344	354	430	285	544	2
304	1345	440	441	276	0	0
305	1346	402	442	13	0	0
306	1350	350	443	109	281	2
307	1351	443	351	152	1097	5
308	1352	444	351	110	1012	6
309	1353	445	446	291	646	4
310	1354	447	305	294	366	2
311	1355	367	447	90	162	1
312	1357	379	448	320	0	0
313	1358	449	450	246	94	1
314	1369	451	440	212	204	1
315	1370	452	453	541	162	1
316	1371	454	455	11	0	0
317	1372	456	307	247	0	0
318	1401	319	317	82	0	0
319	1402	317	315	127	0	0
320	1403	315	207	77	0	0
321	1421	457	458	35	867	4
322	1422	459	460	74	808	5
323	1423	461	462	37	366	2
324	1432	462	435	94	1012	6
325	1433	463	464	54	255	2
326	1435	465	326	66	1173	7
327	1436	466	327	52	1173	7
328	1437	327	467	58	1675	9
329	1438	246	468	69	1088	7
330	1443	469	470	375	646	4
331	1449	469	471	121	119	1
332	1450	471	472	326	0	0
333	1472	473	474	359	0	0
334	1473	475	476	136	0	0
335	1474	477	478	143	0	0
336	1475	479	480	71	646	4
337	1476	446	479	26	0	0
338	1477	479	481	241	2219	14
339	1478	481	482	40	485	3
340	1479	482	356	41	485	3
341	1480	357	445	31	0	0
342	1481	446	483	276	0	0
343	1482	483	236	66	0	0
344	1483	482	445	88	0	0
345	1484	484	485	167	0	0
346	1485	485	446	31	0	0
347	1486	337	486	169	0	0
348	1492	487	352	339	408	2
349	1497	349	488	237	0	0
