ProblemType:	CARP
NumberNodes:	2031
NumberEdges:	2650
DepotNodeNumber:	1304
NumberOfFractions:	1
NumberOfIntervalsForFraction	General_Glass_Metal_Plastic_Organic	1	14
GRAPH
EdgeNumber	EdgeId	StartNodeNumber	EndNodeNumber	Cost	Demand_0	Bins_0
START
0	192	0	1	72	0	0
1	207	2	3	115	952	6
2	209	4	5	62	3978	10
3	210	6	7	56	0	0
4	211	8	9	164	0	0
5	240	10	11	343	0	0
6	241	12	13	40	111	1
7	242	12	14	147	1003	6
8	243	14	15	8	204	1
9	244	16	17	183	986	5
10	245	17	18	317	2295	15
11	246	12	16	100	451	2
12	306	19	20	51	0	0
13	308	21	22	152	3400	5
14	309	23	21	101	2466	11
15	310	24	25	23	672	4
16	311	26	25	140	2100	11
17	312	24	27	61	680	2
18	313	28	29	197	3587	24
19	314	30	31	95	0	0
20	316	32	33	161	2865	18
21	317	34	35	140	0	0
22	318	36	37	17	0	0
23	319	38	39	67	825	7
24	320	40	41	58	638	4
25	321	42	43	67	1012	6
26	322	44	45	160	4250	34
27	323	46	47	368	0	0
28	324	48	49	96	808	6
29	325	50	51	183	1998	14
30	326	52	53	67	332	3
31	327	54	52	45	272	2
32	329	46	55	13	0	0
33	330	56	57	124	3825	1
34	331	58	59	52	366	2
35	333	60	61	88	0	0
36	334	60	62	221	1692	13
37	335	63	64	152	1870	10
38	336	64	65	59	366	2
39	337	66	67	228	4627	38
40	338	68	69	86	272	2
41	339	48	70	212	4083	48
42	340	69	71	121	714	6
43	341	72	73	81	0	0
44	343	74	75	366	544	2
45	344	76	77	131	0	0
46	346	71	78	128	765	6
47	347	74	79	211	3443	9
48	348	80	81	248	3919	14
49	349	82	83	51	842	5
50	350	83	84	46	1632	8
51	351	85	86	89	961	6
52	352	86	87	195	8645	20
53	353	88	89	152	3819	17
54	354	90	91	121	2584	9
55	355	92	88	106	4166	25
56	356	93	63	115	731	4
57	358	94	95	99	2661	14
58	359	96	97	88	1505	10
59	360	98	99	64	527	3
60	361	100	101	215	0	0
61	362	91	102	118	799	5
62	363	103	104	29	0	0
63	364	105	106	33	366	2
64	366	107	108	124	1743	13
65	368	109	110	151	1250	9
66	369	111	112	56	0	0
67	370	111	107	70	1020	7
68	371	107	113	44	1326	8
69	372	114	113	44	978	7
70	538	115	116	13	0	0
71	539	117	115	11	8005	4
72	541	118	119	54	204	1
73	544	117	120	14	0	0
74	545	121	33	14	0	0
75	548	122	123	47	0	0
76	549	123	1	21	0	0
77	572	124	125	44	544	4
78	573	126	127	37	595	4
79	574	128	53	102	0	0
80	575	128	129	11	0	0
81	576	53	130	170	0	0
82	577	53	50	11	0	0
83	578	130	131	108	0	0
84	579	130	132	59	332	3
85	580	131	46	10	0	0
86	581	133	134	54	0	0
87	582	133	55	10	0	0
88	583	134	56	81	0	0
89	584	55	134	56	0	0
90	585	135	136	208	0	0
91	586	135	137	209	323	2
92	587	136	138	99	0	0
93	589	138	139	153	0	0
94	590	139	140	16	0	0
95	591	47	141	26	0	0
96	592	142	141	15	0	0
97	593	143	144	40	0	0
98	594	145	146	36	0	0
99	595	145	147	38	221	2
100	596	148	147	37	272	2
101	597	149	150	2	0	0
102	598	151	149	31	0	0
103	599	152	153	7	0	0
104	600	154	155	39	961	6
105	601	156	157	74	2040	3
106	603	158	72	162	0	0
107	604	159	160	44	315	2
108	605	160	161	48	570	3
109	607	163	103	4	0	0
110	608	104	159	60	111	1
111	621	164	165	355	0	0
112	622	164	166	343	0	0
113	623	164	17	26	0	0
114	624	166	167	113	0	0
115	625	167	168	14	0	0
116	626	167	169	321	0	0
117	627	168	170	151	0	0
118	628	168	171	13	0	0
119	629	172	173	77	4080	6
120	630	174	175	152	2117	16
121	631	176	177	71	1122	4
122	633	180	181	32	808	5
123	634	182	183	53	111	1
124	635	184	41	126	1301	6
125	636	185	186	76	638	4
126	637	187	186	41	629	4
127	639	188	189	51	485	3
128	640	190	191	47	272	2
129	641	192	193	64	1428	7
130	642	194	195	115	2015	7
131	644	196	197	65	366	2
132	645	198	199	98	272	2
133	646	200	201	7	0	0
134	647	202	203	12	0	0
135	648	200	204	156	340	1
136	649	204	202	209	0	0
137	650	205	201	155	0	0
138	651	206	207	15	4052	12
139	652	208	209	50	0	0
140	653	210	211	56	111	1
141	654	212	213	23	0	0
142	655	214	212	18	0	0
143	656	213	215	33	0	0
144	657	216	217	268	3826	38
145	658	218	219	78	4161	7
146	661	220	221	103	204	1
147	662	222	223	18	0	0
148	663	223	224	23	0	0
149	664	224	222	15	0	0
150	670	225	226	60	3488	17
151	671	227	228	94	0	0
152	674	229	230	39	1598	14
153	675	231	232	46	1326	12
154	676	233	234	351	5501	43
155	677	235	236	12	0	0
156	699	237	238	48	527	3
157	701	80	239	294	638	4
158	707	240	241	246	0	0
159	708	242	243	110	0	0
160	730	244	245	67	0	0
161	840	246	247	55	408	2
162	841	246	248	56	366	2
163	863	209	249	9	0	0
164	864	250	251	46	0	0
165	865	252	251	8	0	0
166	909	253	254	52	3519	9
167	910	254	255	27	0	0
168	916	256	257	82	570	3
169	926	258	259	174	1360	2
170	966	260	261	203	1734	11
171	967	262	263	56	706	5
172	968	264	265	36	493	4
173	969	266	264	117	1352	7
174	972	267	268	150	842	2
175	974	269	270	20	0	0
176	975	169	271	219	0	0
177	976	272	273	26	0	0
178	984	14	275	9	366	2
179	985	220	276	81	111	1
180	1092	171	277	153	0	0
181	1093	278	168	315	0	0
182	1097	280	13	56	850	5
183	1098	281	282	67	646	4
184	1099	283	284	150	3465	24
185	1100	283	285	282	3833	26
186	1101	286	287	97	162	1
187	1102	286	288	67	0	0
188	1109	289	290	319	0	0
189	1142	236	291	9	0	0
190	1143	292	235	10	0	0
191	1144	291	292	13	0	0
192	1145	293	294	15	272	2
193	1146	295	296	22	221	2
194	1147	297	298	74	2746	17
195	1148	297	299	115	1938	12
196	1149	300	297	36	2151	9
197	1150	298	301	128	3715	23
198	1151	302	303	23	0	0
199	1152	304	302	22	0	0
200	1153	305	304	33	0	0
201	1154	306	305	24	0	0
202	1155	307	306	19	0	0
203	1156	303	307	22	0	0
204	1157	308	309	61	4095	8
205	1158	310	311	78	0	0
206	1159	312	313	76	0	0
207	1160	314	315	73	3821	16
208	1161	316	317	103	2040	3
209	1163	318	319	21	3740	6
210	1164	320	321	17	2720	5
211	1166	322	323	136	3952	12
212	1167	324	325	23	2763	8
213	1168	326	327	37	4089	10
214	1169	328	329	39	884	2
215	1170	330	331	133	3484	14
216	1206	332	333	15	0	0
217	1207	333	334	19	2720	4
218	1208	335	89	8	0	0
219	1209	336	90	6	0	0
