ProblemType:	CARP
NumberNodes:	415
NumberEdges:	565
DepotNodeNumber:	206
NumberOfFractions:	1
NumberOfIntervalsForFraction	General_Glass_Metal_Plastic_Organic	1	14
GRAPH
EdgeNumber	EdgeId	StartNodeNumber	EndNodeNumber	Cost	Demand_0	Bins_0
START
0	0	0	1	118	0	0
1	5	2	3	15	0	0
2	6	3	4	97	15476	28
3	7	5	6	89	0	0
4	11	7	8	54	0	0
5	12	9	10	204	3060	7
6	13	9	11	10	0	0
7	14	11	8	10	0	0
8	25	12	13	55	19235	30
9	26	14	12	50	0	0
10	27	15	16	174	10341	9
11	28	17	15	99	40700	26
12	29	15	18	35	4350	2
13	30	19	20	119	6256	15
14	31	21	19	55	0	0
15	32	19	22	141	0	0
16	33	6	23	39	11724	29
17	36	23	11	17	0	0
18	38	24	25	215	11772	44
19	39	25	26	484	17845	125
20	41	27	28	3	1700	1
21	42	28	29	162	0	0
22	49	30	31	54	0	0
23	50	31	32	17	10200	5
24	54	33	34	86	0	0
25	59	35	36	107	7920	13
26	60	34	37	63	0	0
27	62	37	38	23	0	0
28	63	39	40	79	0	0
29	68	38	41	84	16813	20
30	71	42	43	69	0	0
31	72	43	39	6	0	0
32	73	41	42	22	9095	8
33	75	40	44	213	9458	20
34	76	36	33	45	0	0
35	94	45	46	105	0	0
36	95	47	48	6	0	0
37	121	49	50	105	0	0
38	123	51	52	122	0	0
39	124	53	52	107	26118	21
40	125	54	55	111	1852	11
41	126	55	56	91	4818	8
42	127	57	55	128	3638	13
43	128	55	58	74	2273	10
44	129	58	59	85	1036	8
45	130	60	61	115	0	0
46	131	62	60	72	1785	7
47	132	63	64	182	6073	37
48	133	63	65	22	0	0
49	134	66	67	26	0	0
50	135	68	69	40	0	0
51	136	70	66	97	2128	12
52	137	67	68	102	1873	12
53	138	71	72	228	11579	65
54	139	73	74	197	9208	24
55	188	77	78	17	0	0
56	189	79	75	77	9235	32
57	190	80	81	125	8445	16
58	191	80	77	21	0	0
59	192	75	77	60	7346	24
60	193	81	82	70	16918	10
61	194	83	84	175	24084	53
62	195	85	86	37	437	3
63	196	87	88	176	7652	43
64	197	88	72	157	11869	42
65	198	89	90	69	2040	10
66	199	91	92	219	23994	27
67	200	93	94	10	0	0
68	201	94	92	170	9598	11
69	203	95	96	84	15155	23
70	204	97	98	96	3051	24
71	205	99	100	76	17060	13
72	206	98	99	26	0	0
73	209	101	102	31	0	0
74	211	103	104	56	16600	20
75	212	105	103	56	0	0
76	213	104	106	48	765	3
77	215	107	108	188	7402	44
78	216	109	108	13	0	0
79	217	110	111	112	3225	24
80	218	112	113	207	19806	31
81	219	113	114	98	13090	10
82	220	112	115	79	0	0
