ProblemType:	CARP
NumberNodes:	1323
NumberEdges:	1470
DepotNodeNumber:	35
NumberOfFractions:	1
NumberOfIntervalsForFraction	General_Glass_Metal_Plastic_Organic	1	14
GRAPH
EdgeNumber	EdgeId	StartNodeNumber	EndNodeNumber	Cost	Demand_0	Bins_0
START
0	10867	0	1	21	323	2
1	10868	1	2	39	0	0
2	10881	3	4	45	969	6
3	10884	5	6	97	2593	9
4	10887	7	8	98	1122	1
5	10889	8	9	56	663	3
6	10907	10	11	101	10536	12
7	10908	10	12	93	0	0
8	10909	13	14	94	944	5
9	10910	14	15	13	0	0
10	10915	16	17	9	0	0
11	10916	16	18	38	502	2
12	10917	19	20	120	119	1
13	10918	21	22	428	162	1
14	10919	23	24	428	162	1
15	10920	25	26	164	162	1
16	10921	27	28	151	204	1
17	10926	29	30	70	366	2
18	10927	31	32	169	162	1
19	10941	33	34	109	204	1
20	10967	35	36	362	340	1
21	10968	37	38	139	162	1
22	10974	39	40	335	162	1
23	10997	43	44	5	0	0
24	10998	44	45	123	204	1
25	10999	37	46	85	162	1
26	11003	47	48	33	162	1
27	11018	49	50	162	6054	13
28	11025	51	52	35	2244	2
29	11026	53	54	50	808	5
30	11027	54	55	22	162	1
31	11028	55	56	30	510	4
32	11030	57	58	51	0	0
33	11031	57	59	65	366	2
34	11037	60	61	41	366	2
35	11038	61	62	14	0	0
36	11045	4	63	27	578	4
37	11046	63	18	16	323	2
38	11056	64	65	98	0	0
39	11060	66	67	61	0	0
40	11075	68	69	69	663	3
41	11076	70	71	137	4488	4
42	11079	72	73	46	816	4
43	11080	74	75	23	162	1
44	11081	76	77	73	893	5
45	11084	78	79	120	16662	11
46	11085	80	81	47	2244	2
47	11086	82	83	36	162	1
48	11089	84	85	20	408	1
49	11090	86	87	71	1531	8
50	11100	88	89	127	3128	7
51	11101	90	91	100	204	1
52	11129	92	93	90	1097	6
53	11130	93	94	25	485	3
54	11131	95	96	18	0	0
55	11133	97	98	16	323	2
56	11138	96	99	33	689	4
57	11140	100	101	33	162	1
58	11147	102	103	51	162	1
59	11149	104	105	159	162	1
60	11150	93	106	75	544	2
61	11151	92	107	52	646	4
62	11152	108	109	22	162	1
63	11153	110	111	40	255	2
64	11155	112	113	145	366	2
65	11157	114	115	72	8541	9
66	11160	116	117	209	204	1
67	11161	117	118	102	0	0
68	11162	117	119	37	0	0
69	11163	119	120	103	0	0
70	11164	120	116	72	0	0
71	11165	120	121	13	0	0
72	11166	121	122	60	0	0
73	11167	123	124	130	162	1
74	11172	125	46	17	0	0
75	11173	99	126	20	0	0
76	11175	126	127	29	323	2
77	11176	127	128	7	162	1
78	11182	129	130	17	162	1
79	11183	129	131	22	162	1
80	11184	131	132	18	0	0
81	11189	133	134	124	340	1
82	11196	135	136	52	323	2
83	11200	133	137	47	0	0
84	11201	138	136	81	0	0
85	11202	136	139	33	0	0
86	11206	140	141	56	162	1
87	11210	142	143	11	0	0
88	11212	144	145	112	119	1
89	11227	146	147	134	162	1
90	11235	148	149	106	162	1
91	11237	150	151	147	2924	6
92	11240	152	153	46	1310	1
93	11252	141	135	19	162	1
94	11254	154	155	65	162	1
95	11260	156	157	68	162	1
96	11265	158	159	19	340	1
97	11266	160	0	77	204	1
98	11277	155	161	173	0	0
99	11290	162	163	349	0	0
100	11291	164	165	61	808	5
101	11301	166	167	467	0	0
102	11303	168	169	328	162	1
103	11304	169	170	5	0	0
104	11305	171	172	5	0	0
105	11306	172	173	112	1675	9
106	11307	174	171	20	0	0
107	11325	175	176	46	8488	12
108	11332	177	178	7	0	0
109	11333	178	179	98	1335	8
110	11336	180	181	78	1828	4
111	11337	181	182	99	1012	6
112	11338	183	184	86	11382	6
113	11339	185	186	151	1819	11
114	11340	186	182	3	0	0
115	11341	187	188	192	2644	15
116	11342	188	189	4	0	0
117	11353	190	167	1180	0	0
118	11357	191	192	204	0	0
119	11358	193	194	209	162	1
120	11359	195	123	136	162	1
121	11372	196	197	130	1292	8
122	11373	197	180	6	0	0
123	11374	198	199	50	809	4
124	11375	199	185	30	323	2
125	11377	185	200	76	884	5
126	11378	200	187	8	0	0
127	11379	187	201	12	0	0
128	11380	202	203	72	0	0
129	11387	204	205	4	0	0
130	11388	205	206	242	4260	19
131	11390	207	208	60	323	2
132	11391	208	58	26	162	1
133	11392	209	210	80	0	0
134	11393	211	212	6	0	0
135	11401	213	214	537	0	0
136	11404	139	19	164	204	1
137	11408	215	216	61	1309	2
138	11412	159	217	80	0	0
139	11414	218	219	44	986	5
140	11430	220	221	303	162	1
141	11473	193	222	59	323	2
142	11475	223	224	395	204	1
143	11480	225	226	215	3324	21
144	11481	227	228	35	366	2
145	11483	229	230	46	0	0
146	11484	231	232	95	204	1
147	11503	233	234	60	0	0
148	11517	235	236	33	340	1
149	11518	236	237	5	0	0
150	11519	238	209	114	7466	11
151	11520	239	235	67	0	0
152	11521	240	238	52	2567	3
153	11522	6	241	4	0	0
154	11523	242	243	97	595	3
155	11525	244	245	64	646	4
156	11534	246	247	84	0	0
157	11535	248	249	114	162	1
158	11558	250	251	91	162	1
159	11561	252	154	309	162	1
160	11562	230	253	77	485	3
161	11565	254	255	61	3604	4
162	11566	255	256	41	0	0
163	11567	257	258	50	162	1
164	11568	258	259	51	1122	2
165	11569	148	78	39	0	0
166	11570	260	261	989	0	0
167	11571	262	263	7	0	0
168	11572	263	264	78	850	5
169	11573	265	266	723	204	1
170	11574	266	261	5	0	0
171	11575	267	268	33	7668	6
172	11576	269	270	20	1310	1
173	11577	270	271	63	578	4
174	11583	272	273	55	485	3
175	11584	273	269	44	561	1
176	11585	274	275	16	162	1
177	11586	275	276	2	0	0
178	11587	277	278	39	0	0
179	11588	278	65	20	680	1
180	11620	279	280	50	0	0
181	11622	281	282	5	0	0
182	11623	282	283	291	162	1
183	11624	284	285	5	0	0
184	11625	285	286	19	323	2
185	11626	287	288	396	0	0
186	11627	288	289	290	340	1
187	11628	290	291	6	0	0
188	11629	291	292	376	323	2
189	11630	293	294	30	0	0
190	11632	289	295	136	0	0
191	11658	296	297	34	162	1
192	11659	297	298	45	162	1
193	11660	299	300	29	0	0
194	11665	301	302	10	0	0
195	11667	303	304	78	0	0
196	11668	304	305	6	655	1
197	11669	306	307	135	5746	9
198	11670	307	308	117	8373	19
199	11671	309	310	68	162	1
200	11672	310	311	23	1284	3
201	11673	312	313	6	2244	4
202	11674	313	314	112	2108	11
203	11675	315	175	205	0	0
204	11683	316	317	17	0	0
205	11698	318	319	187	485	3
206	11703	320	321	40	162	1
207	11704	322	321	82	510	4
208	11708	324	325	20	0	0
209	11709	325	326	23	0	0
210	11710	327	328	64	765	5
211	11711	329	330	75	162	1
212	11712	331	256	129	2244	2
213	11713	332	333	145	162	1
214	11714	334	335	41	0	0
215	11715	240	241	64	0	0
216	11716	336	337	33	1122	1
217	11718	269	267	37	0	0
218	11719	15	338	49	10262	5
219	11720	338	339	72	0	0
220	11721	340	240	150	5760	19
221	11722	13	341	44	0	0
