ProblemType:	CARP
NumberNodes:	1131
NumberEdges:	1220
DepotNodeNumber:	86
NumberOfFractions:	1
NumberOfIntervalsForFraction	General_Glass_Metal_Plastic_Organic	1	14
GRAPH
EdgeNumber	EdgeId	StartNodeNumber	EndNodeNumber	Cost	Demand_0	Bins_0
START
0	22	0	1	1567	502	2
1	85	2	3	631	0	0
2	155	4	5	185	162	1
3	195	6	7	28	162	1
4	196	8	9	81	646	4
5	197	9	10	44	323	2
6	198	10	11	15	0	0
7	199	12	13	102	1054	6
8	200	13	2	48	162	1
9	254	14	15	94	0	0
10	262	16	17	194	204	1
11	279	18	19	105	986	5
12	280	18	20	11	0	0
13	281	21	22	34	527	3
14	282	23	24	39	162	1
15	285	25	26	280	162	1
16	286	27	20	86	647	3
17	287	20	26	161	808	5
18	288	28	29	132	986	5
19	289	23	21	89	969	6
20	290	21	30	58	527	3
21	333	31	32	145	255	2
22	334	33	34	426	162	1
23	459	35	36	259	94	1
24	461	37	38	13	162	1
25	576	39	40	404	162	1
26	601	41	42	39	162	1
27	602	42	43	56	969	6
28	631	44	45	110	485	3
29	652	46	47	718	162	1
30	680	48	49	92	901	6
31	699	50	51	176	0	0
32	701	52	53	110	0	0
33	757	55	56	142	527	3
34	758	56	57	122	366	2
35	759	58	0	401	0	0
36	760	0	39	32	162	1
37	769	59	60	86	1513	8
38	771	58	61	718	910	3
39	829	62	63	232	1284	2
40	830	55	64	22	0	0
41	831	64	57	113	646	4
42	832	57	65	115	0	0
43	834	66	67	105	162	1
44	835	67	56	51	408	2
45	849	68	69	60	850	5
46	880	70	71	155	324	1
47	912	72	73	299	0	0
48	913	72	74	185	0	0
49	914	73	75	130	162	1
50	915	76	77	383	0	0
51	938	78	79	356	340	1
52	954	80	81	207	0	0
53	955	82	83	67	0	0
54	956	84	85	350	162	1
55	1023	86	87	958	10049	20
56	1024	88	89	303	162	1
57	1025	90	91	142	0	0
58	1026	92	93	153	162	1
59	1027	94	95	240	0	0
60	1028	96	97	220	1105	7
61	1029	98	96	335	340	1
62	1030	98	94	201	323	2
63	1031	94	99	470	0	0
64	1032	100	101	81	1131	7
65	1033	101	97	78	1141	3
66	1034	101	102	143	851	5
67	1040	104	105	120	1403	9
68	1041	106	107	151	162	1
69	1042	108	70	388	0	0
70	1136	109	110	338	0	0
71	1137	111	112	453	323	2
72	1138	113	114	31	0	0
73	1139	115	116	99	1250	8
74	1140	50	117	197	162	1
75	1141	118	115	66	0	0
76	1142	115	119	58	0	0
77	1143	119	120	17	0	0
78	1144	49	121	23	94	1
79	1145	48	122	30	323	2
80	1146	123	124	84	485	3
81	1148	125	112	476	162	1
82	1149	112	126	488	459	3
83	1150	127	128	156	0	0
84	1156	129	130	75	485	3
85	1157	130	131	101	162	1
86	1209	132	133	230	162	1
87	1277	134	135	292	323	2
88	1279	136	137	175	1335	8
89	1280	137	138	11	0	0
90	1281	138	139	94	485	3
91	1282	139	140	81	323	2
92	1283	140	141	104	94	1
93	1285	142	143	1296	162	1
94	1286	137	144	43	527	3
95	1287	138	145	33	323	2
96	1288	139	146	48	366	2
97	1289	110	147	344	0	0
98	1290	110	52	59	0	0
99	1291	143	148	27	0	0
100	1292	148	149	248	0	0
101	1293	150	151	39	0	0
102	1295	152	153	832	323	2
103	1296	153	154	317	366	2
104	1297	152	155	169	0	0
105	1298	156	157	437	0	0
106	1299	158	156	127	204	1
107	1300	156	159	83	0	0
108	1301	160	84	283	162	1
109	1302	161	37	98	204	1
110	1303	72	161	135	604	4
111	1304	161	150	51	94	1
112	1323	162	163	134	162	1
113	1334	154	162	17	0	0
114	1335	162	164	378	0	0
115	1336	135	165	21	0	0
116	1345	166	167	276	0	0
117	1346	136	168	13	0	0
118	1350	103	169	109	281	2
119	1351	169	170	152	1097	5
120	1352	171	170	110	1012	6
121	1353	172	173	291	646	4
122	1354	174	76	294	366	2
123	1355	114	174	90	162	1
124	1357	126	175	320	0	0
125	1358	176	177	246	94	1
126	1369	178	166	212	204	1
127	1370	179	180	541	162	1
128	1371	181	182	11	0	0
129	1372	183	78	247	0	0
130	1449	184	185	121	119	1
131	1473	186	187	136	0	0
132	1474	188	189	143	0	0
133	1475	190	191	71	646	4
134	1476	173	190	26	0	0
135	1477	190	192	241	2219	14
136	1478	192	193	40	485	3
137	1479	193	105	41	485	3
138	1480	106	172	31	0	0
139	1481	173	194	276	0	0
140	1482	194	47	66	0	0
141	1483	193	172	88	0	0
142	1484	195	196	167	0	0
143	1485	196	173	31	0	0
144	1486	91	197	169	0	0
145	1498	198	199	34	323	2
146	1499	199	169	28	0	0
147	1500	171	199	230	298	2
148	1501	200	164	99	162	1
149	1502	201	198	17	0	0
150	1503	201	202	326	646	4
151	1509	203	204	401	255	2
152	1513	206	207	61	723	2
153	1514	207	208	53	162	1
154	1515	209	210	101	646	4
155	1524	211	212	255	0	0
156	1525	211	213	538	442	3
157	1526	214	215	110	0	0
158	1527	215	216	247	417	3
159	1528	217	218	167	0	0
160	1529	218	219	59	0	0
161	1530	220	221	72	0	0
162	1531	221	177	343	0	0
163	1532	127	222	172	162	1
164	1571	223	224	7	0	0
165	1572	224	225	169	935	4
166	1575	109	226	148	162	1
167	1576	226	227	236	0	0
168	1577	228	75	161	485	3
169	1578	75	229	513	0	0
170	1579	228	73	75	162	1
171	1621	230	231	136	0	0
172	1622	202	171	90	1224	8
173	1623	164	198	164	808	5
174	1628	232	233	559	94	1
175	1636	234	209	287	561	1
176	1638	233	235	93	0	0
177	1654	83	85	237	162	1
178	1655	85	99	238	204	1
179	1657	236	237	233	486	2
180	1658	238	239	40	323	2
181	1659	238	240	764	323	2
182	1660	82	236	86	162	1
183	1661	99	241	345	0	0
184	1662	242	225	65	0	0
185	1663	242	243	309	162	1
186	1664	244	245	106	527	3
187	1665	245	223	54	527	3
188	1666	244	246	126	646	4
189	1667	246	247	31	162	1
190	1668	248	249	165	323	2
191	1669	249	250	29	408	1
192	1670	251	248	510	527	3
193	1671	248	252	35	646	4
194	1672	244	253	84	459	3
195	1673	253	223	70	162	1
196	1674	225	254	20	162	1
197	1676	245	255	165	1012	6
198	1677	253	245	30	0	0
199	1678	256	254	40	0	0
200	1679	253	257	34	527	3
201	1681	246	249	78	0	0
202	1682	258	185	148	204	1
203	1683	259	260	84	162	1
204	1685	261	262	151	0	0
205	1686	262	259	578	162	1
206	1687	247	263	13	162	1
207	1688	263	181	74	204	1
208	1689	181	250	25	0	0
209	1690	264	265	122	1658	10
210	1691	263	44	24	0	0
211	1692	179	266	648	162	1
212	1693	44	265	146	646	4
213	1694	265	180	663	162	1
214	1695	267	268	47	0	0
215	1696	256	242	55	0	0
216	1893	269	270	73	119	1
217	1894	271	272	328	204	1
218	1895	45	273	97	323	2
219	1896	273	179	551	0	0
220	1899	274	275	128	323	2
221	1900	183	182	168	0	0
222	1901	276	277	130	204	1
223	1902	278	279	102	0	0
224	1903	279	280	374	0	0
225	1906	281	158	232	0	0
226	1909	282	283	300	0	0
227	1910	283	157	176	162	1
228	1911	284	285	443	723	2
229	1912	285	286	101	94	1
230	1921	229	287	172	0	0
231	1922	288	289	69	0	0
232	1923	290	291	40	417	3
233	1924	292	293	79	119	1
234	1928	294	295	108	162	1
235	1929	212	296	53	162	1
236	1932	297	298	633	0	0
237	1936	207	299	29	366	2
238	1944	300	301	63	162	1
239	1949	302	303	370	0	0
240	1971	237	304	309	0	0
241	1972	304	305	10	0	0
242	1974	306	307	1374	0	0
243	2003	308	309	125	366	2
244	2007	39	310	450	842	6
245	2016	311	312	26	162	1
246	2032	313	314	67	162	1
247	2033	315	316	688	162	1
248	2034	317	318	148	162	1
249	2053	321	322	130	0	0
250	2055	323	33	263	0	0
251	2056	324	323	299	0	0
252	2079	325	326	143	442	3
253	2110	327	328	41	323	2
254	2168	329	330	65	578	4
255	2177	331	332	475	162	1
256	2178	331	333	434	0	0
257	2184	334	335	82	485	3
258	2185	336	337	37	119	1
259	2198	153	338	71	0	0
260	2201	339	340	254	0	0
261	2211	341	342	90	204	1
262	2238	126	313	9	0	0
263	2242	343	227	1031	0	0
264	2251	344	345	232	0	0
265	2281	346	23	86	646	4
266	2289	47	347	720	162	1
267	2290	347	262	431	0	0
268	2291	46	348	226	162	1
269	2292	348	259	92	162	1
270	2301	349	350	199	0	0
271	2302	350	351	108	0	0
272	2303	352	256	470	1242	7
273	2304	271	307	209	94	1
274	2305	307	352	67	162	1
275	2306	353	354	141	0	0
276	2307	354	355	40	0	0
277	2338	356	357	64	1437	7
278	2339	358	359	43	621	3
279	2340	359	356	37	366	2
280	2341	360	361	110	867	4
281	2342	361	358	73	0	0
282	2343	362	360	157	0	0
283	2345	363	364	41	0	0
284	2346	364	365	66	0	0
285	2347	366	367	32	2244	2
286	2349	363	368	23	0	0
287	2350	368	366	20	162	1
