ProblemType:	CARP
NumberNodes:	9563
NumberEdges:	11073
DepotNodeNumber:	6023
NumberOfFractions:	1
NumberOfIntervalsForFraction	General_Glass_Metal_Plastic_Organic	1	14
GRAPH
EdgeNumber	EdgeId	StartNodeNumber	EndNodeNumber	Cost	Demand_0	Bins_0
START
0	0	0	1	90	383	3
1	1	0	2	124	680	4
2	2	3	4	113	689	4
3	3	5	6	31	162	1
4	4	7	5	93	604	5
5	6	8	9	50	544	4
6	7	3	10	99	323	2
7	8	11	12	66	799	5
8	9	13	14	120	1403	9
9	10	15	16	94	1029	7
10	12	17	18	108	1063	7
11	13	19	20	59	485	3
12	15	21	22	143	0	0
13	16	23	0	97	935	5
14	17	24	23	100	485	3
15	18	1	24	99	689	4
16	19	1	25	41	425	3
17	20	26	27	52	0	0
18	21	28	29	554	162	1
19	22	30	31	79	544	4
20	23	32	33	9	0	0
21	24	34	35	139	1751	14
22	25	36	30	126	1947	14
23	26	37	32	59	0	0
24	27	38	39	55	595	4
25	28	40	41	161	2168	15
26	29	42	43	164	2023	16
27	30	44	45	51	323	2
28	31	46	45	97	1394	9
29	32	47	46	25	272	2
30	33	48	47	54	272	2
31	34	49	50	62	162	1
32	35	50	51	7	0	0
33	36	51	52	51	111	1
34	37	52	53	75	315	2
35	38	54	55	139	1734	13
36	39	56	57	102	1590	10
37	40	58	59	96	1241	8
38	41	60	61	29	272	2
39	42	62	63	27	0	0
40	43	64	62	141	2168	13
41	44	55	65	83	1352	10
42	45	57	66	123	1581	10
43	46	59	67	135	1998	14
44	47	68	69	143	2270	16
45	48	61	70	47	162	1
46	49	70	71	51	272	2
47	50	57	55	72	162	1
48	51	71	72	23	162	1
49	52	73	28	361	111	1
50	53	74	75	190	2865	20
51	54	76	77	35	0	0
52	55	78	76	36	162	1
53	57	81	82	51	1207	7
54	59	83	84	16	366	2
55	60	85	86	74	323	2
56	61	87	88	37	765	4
57	62	89	90	10	0	0
58	63	91	92	379	655	5
59	64	90	86	203	111	1
60	67	94	95	79	162	1
61	69	97	98	37	204	1
62	70	98	99	58	816	4
63	71	97	100	37	315	2
64	72	101	102	50	595	4
65	73	103	104	43	476	3
66	74	105	106	36	680	4
67	75	105	107	79	1258	10
68	76	105	108	71	366	2
69	77	109	110	21	162	1
70	78	111	109	34	476	3
71	79	112	111	66	485	3
72	80	113	114	24	918	6
73	81	114	115	21	0	0
74	82	116	111	110	1071	5
75	83	117	118	66	162	1
76	84	119	120	43	0	0
77	85	121	122	43	204	1
78	86	123	122	11	111	1
79	87	122	124	25	544	4
80	88	121	125	24	544	4
81	89	126	127	44	876	7
82	91	128	129	50	162	1
83	92	130	131	168	1777	12
84	93	132	133	38	434	3
85	94	133	134	9	323	2
86	96	109	137	240	859	6
87	97	138	137	17	0	0
88	98	139	140	48	162	1
89	99	141	140	32	383	3
90	100	140	142	6	0	0
91	101	142	143	42	315	2
92	102	142	144	30	272	2
93	103	144	145	44	587	4
94	104	143	146	24	332	3
95	105	147	148	84	442	4
96	106	149	150	54	587	4
97	107	149	151	52	638	4
98	108	152	149	35	323	2
99	109	152	153	49	748	5
100	110	154	155	29	646	5
101	111	156	157	32	383	3
102	112	158	100	56	204	1
103	113	139	158	8	0	0
104	114	144	159	22	655	5
105	115	98	160	47	544	4
106	116	161	81	51	680	4
107	117	162	163	4	111	1
108	118	164	163	64	162	1
109	119	162	165	108	638	4
110	120	15	165	102	221	2
111	122	166	167	188	0	0
112	123	167	168	100	485	3
113	124	169	161	51	0	0
114	125	170	171	115	918	7
115	127	172	173	164	2253	15
116	128	173	43	43	0	0
117	129	174	175	30	0	0
118	130	176	177	31	0	0
119	131	178	179	183	2576	18
120	132	180	181	80	434	3
121	133	182	183	165	1947	14
122	134	184	175	165	2482	15
123	135	174	185	233	0	0
124	136	186	187	53	1122	8
125	137	188	181	26	383	3
126	138	189	190	48	0	0
127	139	191	176	146	1879	13
128	140	192	193	165	1981	13
129	141	194	183	16	0	0
130	142	195	196	164	1794	14
131	144	197	198	128	2151	12
132	145	199	200	24	0	0
133	146	201	202	164	2576	17
134	147	203	204	164	2457	16
135	148	205	204	37	323	2
136	149	206	202	32	0	0
137	150	200	206	43	0	0
138	151	207	200	101	2117	16
139	152	208	209	6	0	0
140	153	210	211	43	383	3
141	154	212	213	23	485	3
142	155	213	214	9	162	1
143	156	215	216	17	1343	9
144	157	217	218	52	850	5
145	159	208	219	39	323	2
146	160	208	221	75	595	4
147	161	222	221	39	323	2
148	162	221	218	22	162	1
149	163	218	223	44	1301	7
150	164	224	225	446	1182	6
151	165	226	227	9	0	0
152	166	228	229	33	111	1
153	167	228	230	41	425	3
154	168	231	138	63	111	1
155	170	232	233	111	918	6
156	171	232	234	37	0	0
157	172	235	232	60	0	0
158	173	236	237	106	1071	7
159	174	237	150	42	272	2
160	175	234	238	10	0	0
161	176	157	239	63	221	2
162	177	240	239	7	111	1
163	178	239	79	25	162	1
164	179	241	97	52	1233	8
165	180	242	158	102	646	4
166	181	243	244	56	111	1
167	182	245	246	34	332	3
168	183	247	246	11	0	0
169	184	247	205	26	162	1
170	185	248	249	228	204	1
171	187	250	251	68	0	0
172	188	252	251	21	0	0
173	189	253	254	89	111	1
174	191	255	256	852	774	4
175	192	257	258	72	0	0
176	193	259	260	208	3247	24
177	194	260	261	248	1981	13
178	195	262	261	110	0	0
179	196	262	263	89	332	3
180	197	263	264	48	221	2
181	198	265	266	44	434	3
182	199	267	265	138	1853	12
183	200	268	269	95	1037	6
184	201	266	270	85	1828	10
185	202	271	272	107	383	3
186	203	273	274	31	689	4
187	204	275	276	35	527	3
188	205	277	278	58	1301	9
189	206	279	280	68	1054	6
190	207	281	282	115	952	6
191	208	283	284	119	1768	12
192	210	285	286	56	0	0
193	211	287	288	164	0	0
194	212	289	290	468	111	1
195	213	291	292	26	221	2
196	214	293	294	51	961	6
197	215	295	296	192	1020	7
198	216	297	298	39	485	3
199	217	299	300	140	476	3
200	218	301	302	168	1352	9
201	219	303	304	94	544	4
202	220	305	306	41	204	1
203	221	307	308	87	162	1
204	222	309	310	137	204	1
205	223	311	312	62	587	4
206	224	313	314	1430	808	6
207	225	315	316	556	1046	6
208	226	317	318	459	570	3
209	233	329	330	407	111	1
210	236	332	333	173	842	5
211	237	334	335	35	315	2
212	238	336	337	89	706	5
213	239	338	339	28	0	0
214	240	340	341	343	0	0
215	241	342	343	40	111	1
216	242	342	344	147	1003	6
217	243	344	345	8	204	1
218	244	346	347	183	986	5
219	245	347	348	317	1887	13
220	246	342	346	100	451	2
221	247	349	350	11	0	0
222	248	351	352	13	0	0
223	249	353	354	204	2678	18
224	250	355	356	59	544	4
225	251	355	357	67	663	6
226	252	358	359	80	2406	16
227	253	359	360	71	1675	12
228	254	361	362	60	442	4
229	256	361	363	75	1029	7
230	257	364	365	43	1250	9
231	258	366	367	43	1360	10
232	259	368	369	103	366	2
233	260	370	368	10	0	0
234	261	371	372	60	0	0
235	262	371	373	197	1403	10
236	263	374	372	89	434	3
237	264	375	376	139	1964	13
238	265	377	378	90	519	3
239	266	379	377	82	0	0
240	267	380	374	51	272	2
241	268	381	382	47	2295	19
242	270	383	384	110	0	0
243	271	385	386	78	1139	8
244	272	387	388	25	544	4
245	273	389	387	93	706	5
246	274	387	390	225	3001	20
247	275	389	391	238	3086	23
248	276	392	389	94	1488	9
249	277	393	394	66	111	1
250	278	395	396	51	162	1
251	279	397	398	56	595	4
252	280	398	399	30	0	0
253	281	373	400	473	4065	31
254	282	401	402	27	476	3
255	283	403	404	87	646	4
256	284	405	406	61	383	3
257	285	373	407	15	162	1
258	286	408	409	97	587	4
259	287	378	410	170	1114	7
260	288	409	411	97	1275	8
261	289	412	395	45	366	2
262	290	413	414	15	204	1
263	291	391	415	43	0	0
264	292	410	391	16	0	0
265	293	415	390	50	0	0
266	294	390	416	8	0	0
267	295	416	417	127	2992	18
268	296	418	419	76	1131	8
269	297	420	421	566	204	1
270	298	290	422	923	0	0
271	300	423	424	893	111	1
272	301	425	426	31	162	1
273	303	427	428	419	0	0
274	308	431	432	152	0	0
275	309	433	431	101	1794	9
276	310	434	435	23	0	0
277	311	436	435	140	1182	8
278	312	434	437	61	680	2
279	313	438	439	197	162	1
280	314	440	441	95	0	0
281	315	442	443	199	0	0
282	316	444	445	161	2457	16
283	318	447	448	17	0	0
284	319	449	450	67	825	7
285	320	451	452	58	638	4
286	321	453	454	67	1012	6
287	322	455	456	160	4250	34
288	323	457	458	368	0	0
289	324	459	460	96	808	6
290	325	461	462	183	1998	14
291	326	463	464	67	332	3
292	327	465	463	45	272	2
293	328	466	467	640	0	0
294	329	457	468	13	0	0
