ProblemType:	CARP
NumberNodes:	1193
NumberEdges:	1499
DepotNodeNumber:	438
NumberOfFractions:	1
NumberOfIntervalsForFraction	General_Glass_Metal_Plastic_Organic	1	14
GRAPH
EdgeNumber	EdgeId	StartNodeNumber	EndNodeNumber	Cost	Demand_0	Bins_0
START
0	18	0	1	13	0	0
1	46	4	5	296	0	0
2	49	6	4	13	0	0
3	52	4	7	424	0	0
4	123	12	13	16	0	0
5	158	15	16	664	162	1
6	244	19	20	50	0	0
7	303	28	29	153	324	1
8	305	30	31	11	0	0
9	310	32	33	403	0	0
10	311	33	34	774	324	1
11	334	38	39	426	0	0
12	361	40	30	1108	324	1
13	376	42	43	91	0	0
14	387	44	43	122	0	0
15	389	42	32	147	0	0
16	390	43	32	164	0	0
17	420	45	46	40	0	0
18	428	33	47	68	808	3
19	435	48	49	838	324	1
20	574	54	55	649	162	1
21	767	60	61	286	0	0
22	794	64	65	289	0	0
23	843	70	64	114	0	0
24	885	31	75	300	324	1
25	899	46	76	66	324	1
26	914	77	79	130	0	0
27	1017	82	83	55	0	0
28	1018	82	84	40	162	1
29	1019	85	83	10	0	0
30	1020	85	86	33	162	1
31	1023	87	88	958	162	1
32	1028	90	91	220	0	0
33	1029	92	90	335	0	0
34	1030	92	89	201	0	0
35	1183	69	5	164	0	0
36	1185	5	96	13	0	0
37	1186	96	6	297	0	0
38	1291	99	100	27	0	0
39	1481	101	103	276	0	0
40	1482	103	56	66	0	0
41	1561	105	106	51	0	0
42	1562	106	107	101	323	2
43	1577	109	79	161	0	0
44	1579	109	77	75	0	0
45	1617	111	112	106	0	0
46	1686	114	113	578	0	0
47	1961	122	123	642	162	1
48	2084	130	6	424	0	0
49	2085	96	69	163	0	0
50	2086	7	130	13	0	0
51	2088	131	7	564	0	0
52	2089	132	130	557	0	0
53	2095	133	134	175	0	0
54	2232	131	1	198	0	0
55	2240	0	132	196	0	0
56	2253	73	137	176	0	0
57	2254	137	72	13	0	0
58	2385	136	140	125	0	0
59	2386	140	137	430	0	0
60	2510	140	145	13	0	0
61	2511	145	72	426	0	0
62	2512	145	136	126	0	0
63	2657	146	97	366	0	0
64	2674	147	148	88	0	0
65	2676	149	147	37	0	0
66	2760	150	151	22	0	0
67	2766	152	153	36	0	0
68	2783	153	150	38	0	0
69	3093	155	156	746	0	0
70	3156	135	157	582	324	1
71	3184	125	0	181	0	0
72	3189	132	131	15	0	0
73	3223	160	161	442	162	1
74	3320	165	129	143	324	1
75	3367	166	167	454	162	1
76	3441	170	171	102	646	4
77	3456	172	173	70	162	1
78	3459	175	174	182	162	1
79	3460	176	177	180	0	0
80	3463	177	174	340	809	4
81	3465	143	178	674	0	0
82	3467	179	180	63	162	1
83	3468	179	181	56	162	1
84	3580	61	183	205	0	0
85	3677	188	189	701	0	0
86	3679	190	89	1233	162	1
87	3826	142	191	159	162	1
88	3857	195	196	587	162	1
89	3967	202	144	251	0	0
90	3968	203	152	1106	0	0
91	4026	204	205	22	0	0
92	4119	150	207	375	0	0
93	4382	148	149	96	0	0
94	4448	209	185	65	0	0
95	4591	88	92	792	0	0
96	4596	215	216	232	0	0
97	4795	217	218	291	323	2
98	4932	223	224	945	646	2
99	4950	225	162	158	0	0
100	4951	226	162	66	281	2
101	4952	227	163	50	162	1
102	5027	134	228	42	162	1
103	5044	229	230	176	323	2
104	5135	170	237	70	323	2
105	5137	238	239	117	162	1
106	5138	240	241	322	323	2
107	5144	242	243	66	324	1
108	5152	244	245	73	612	2
109	5228	231	203	29	0	0
110	5229	246	247	27	0	0
111	5231	248	249	1113	281	2
112	5257	250	201	37	0	0
113	5284	252	251	121	0	0
114	5291	231	246	26	0	0
115	5428	256	257	62	0	0
116	5462	259	260	118	0	0
117	5486	261	262	86	324	1
118	5488	263	223	327	0	0
119	5492	13	264	639	162	1
120	5536	160	227	236	0	0
121	5575	267	120	124	0	0
122	5576	147	267	92	0	0
123	5589	268	269	433	2057	13
124	5610	270	263	248	162	1
125	5626	271	222	684	0	0
126	5627	271	229	85	0	0
127	5669	272	273	90	0	0
128	5799	275	276	18	0	0
129	5804	22	277	170	0	0
130	5921	121	278	603	0	0
131	5933	18	279	81	162	1
132	6175	280	281	493	162	1
133	6312	275	277	143	0	0
134	6330	285	286	32	0	0
135	6331	287	288	142	0	0
136	6336	289	284	26	0	0
137	6337	290	286	201	0	0
138	6338	291	26	1890	0	0
139	6339	292	293	40	0	0
140	6340	294	295	329	0	0
141	6345	197	105	530	0	0
142	6346	105	296	9	0	0
143	6350	299	300	147	1377	7
144	6360	301	302	361	162	1
145	6365	303	302	129	162	1
146	6409	304	305	193	0	0
147	6412	306	304	456	0	0
148	6469	308	309	61	323	2
149	6506	310	311	182	162	1
150	6555	313	314	70	323	2
151	6575	172	315	891	0	0
152	6579	316	304	379	0	0
153	6582	168	133	82	0	0
154	6610	144	283	205	0	0
155	6634	35	320	72	162	1
156	6671	322	323	212	323	2
157	6713	324	325	448	2618	2
158	6728	326	327	81	162	1
159	6747	3	179	609	162	1
160	6754	328	39	453	0	0
161	6764	330	244	178	0	0
162	6765	330	331	222	485	3
163	6766	332	331	156	0	0
164	6767	333	332	16	0	0
165	6771	334	335	128	162	1
166	6774	336	333	255	323	2
167	6781	338	339	111	323	2
168	6782	339	315	259	0	0
169	6784	37	307	251	0	0
170	6801	313	340	76	0	0
171	6803	172	169	305	0	0
172	6808	312	190	381	0	0
173	6824	321	342	271	162	1
174	6825	343	344	544	324	1
175	6826	194	344	283	0	0
176	6843	307	345	794	162	1
177	6848	310	285	893	0	0
178	6849	290	285	79	0	0
179	6869	124	156	788	0	0
180	6884	292	287	202	0	0
181	6886	288	346	23	0	0
182	6887	346	293	90	323	2
183	6888	293	347	497	162	1
184	6894	107	348	264	1777	11
185	6895	348	349	87	544	2
186	6896	299	350	154	808	5
187	6897	351	350	71	323	2
188	6898	350	352	111	646	4
189	6899	353	354	185	969	6
190	6900	353	348	58	0	0
191	6901	297	353	64	162	1
192	6902	298	299	262	927	6
193	6924	328	233	414	0	0
194	6925	356	312	155	0	0
195	6943	178	357	444	162	1
196	7082	358	224	583	0	0
197	7225	361	362	20	0	0
198	7226	362	363	20	0	0
199	7227	363	364	19	0	0
200	7228	364	361	14	0	0
201	7234	110	365	17	0	0
