ProblemType:	CARP
NumberNodes:	8382
NumberEdges:	9295
DepotNodeNumber:	496
NumberOfFractions:	1
NumberOfIntervalsForFraction	Paper	1	14
GRAPH
EdgeNumber	EdgeId	StartNodeNumber	EndNodeNumber	Cost	Demand_0	Bins_0
START
0	2	1	2	39	0	0
1	7	6	7	55	0	0
2	11	8	9	44	0	0
3	12	10	11	95	0	0
4	13	11	12	42	0	0
5	16	10	14	17	0	0
6	17	14	15	27	59	1
7	18	16	17	13	0	0
8	21	19	20	670	0	0
9	22	21	22	1567	51	1
10	24	23	24	325	51	1
11	26	24	25	225	0	0
12	39	28	29	107	51	1
13	40	30	31	418	51	1
14	41	31	32	106	51	1
15	46	34	35	296	0	0
16	48	36	37	595	0	0
17	49	36	34	13	0	0
18	51	38	39	266	59	1
19	52	34	40	424	0	0
20	53	41	42	202	0	0
21	56	43	44	31	119	2
22	62	45	46	67	289	3
23	63	46	47	14	59	1
24	64	48	49	110	327	1
25	65	50	51	31	59	1
26	66	51	52	15	0	0
27	67	53	54	291	2435	18
28	68	54	55	63	280	1
29	69	56	57	284	0	0
30	71	58	59	24	0	0
31	76	60	61	142	561	2
32	80	62	63	127	51	1
33	81	64	65	255	0	0
34	82	65	66	497	0	0
35	88	68	69	17	0	0
36	92	70	71	55	0	0
37	93	70	72	130	0	0
38	94	73	72	18	0	0
39	95	74	75	142	0	0
40	96	73	74	12	0	0
41	97	76	77	133	0	0
42	98	77	78	172	59	1
43	99	79	80	38	773	13
44	103	81	82	101	0	0
45	105	83	84	166	1774	11
46	107	85	86	34	238	4
47	108	87	88	44	119	2
48	109	89	87	87	178	3
49	111	90	91	68	297	5
50	112	92	93	65	654	11
51	113	94	95	126	497	8
52	114	96	97	105	357	6
53	115	98	99	44	319	5
54	116	100	101	41	178	3
55	117	102	98	39	178	3
56	118	103	104	140	119	2
57	119	105	106	91	178	3
58	120	107	108	51	178	3
59	121	109	110	37	238	4
60	122	111	112	25	561	2
61	126	113	114	31	0	0
62	135	115	116	114	119	2
63	138	117	118	20	0	0
64	139	119	120	59	327	1
65	140	121	122	104	476	8
66	141	123	124	36	0	0
67	144	124	125	28	1309	4
68	146	126	127	126	1993	14
69	147	127	128	61	0	0
70	149	129	130	11	0	0
71	150	130	131	103	535	9
72	151	132	133	1363	0	0
73	155	134	135	185	51	1
74	161	136	137	695	0	0
75	162	138	136	79	51	1
76	163	139	140	81	356	6
77	164	141	142	38	238	4
78	165	143	144	37	119	2
79	166	144	145	15	0	0
80	168	146	147	129	608	2
81	169	147	148	47	0	0
82	170	149	150	40	59	1
83	171	150	151	39	357	6
84	172	152	153	88	416	7
85	173	153	154	14	59	1
86	181	155	156	39	102	1
87	185	157	158	38	59	1
88	188	159	160	661	0	0
89	190	162	163	615	51	1
90	191	164	165	71	0	0
91	192	165	166	79	0	0
92	193	167	168	74	51	1
93	194	169	170	301	51	1
94	196	171	172	81	40	1
95	197	172	173	44	0	0
96	198	173	174	15	0	0
97	199	175	176	102	110	3
98	200	176	177	48	40	1
99	201	178	179	132	0	0
100	202	180	156	57	0	0
101	203	156	181	142	59	1
102	204	180	182	25	0	0
103	207	185	186	13	0	0
104	208	186	183	141	119	2
105	209	187	188	156	59	1
106	210	189	190	185	0	0
107	211	190	187	149	0	0
108	213	192	193	22	0	0
109	214	193	194	91	0	0
110	215	195	196	424	0	0
111	219	198	199	31	59	1
112	220	198	200	42	59	1
113	221	201	202	56	59	1
114	226	206	207	28	81	1
115	227	206	208	33	59	1
116	228	209	210	72	59	1
117	229	211	212	198	297	5
118	230	212	213	187	0	0
119	235	215	216	77	0	0
120	236	216	217	85	119	2
121	237	218	215	19	0	0
122	244	219	220	50	0	0
123	245	221	222	4	0	0
124	246	223	224	86	140	2
125	247	223	179	14	0	0
126	248	225	226	91	119	2
127	252	228	227	52	29	1
128	255	230	231	76	59	1
129	256	231	232	73	59	1
130	257	231	233	15	119	2
131	258	234	235	83	119	2
132	259	234	236	24	59	1
133	262	238	239	194	40	1
134	263	240	241	11	0	0
135	264	241	242	75	178	3
136	265	242	243	76	0	0
137	266	243	244	16	0	0
138	267	245	242	65	59	1
139	268	246	247	48	0	0
140	269	247	248	59	59	1
141	270	248	249	57	59	1
142	271	244	250	71	88	2
143	272	243	251	80	221	3
144	279	254	255	105	102	1
145	280	254	256	11	0	0
146	282	257	258	39	40	1
147	285	260	261	280	0	0
148	286	262	256	86	51	1
149	287	256	261	161	0	0
150	288	263	264	132	182	4
151	289	257	265	89	0	0
152	290	265	266	58	51	1
153	292	267	268	100	0	0
154	293	269	270	118	0	0
155	294	271	272	45	119	2
156	295	272	273	89	0	0
157	296	274	275	51	0	0
158	297	275	276	83	0	0
159	299	275	277	119	59	1
160	314	280	281	464	0	0
161	316	282	283	19	59	1
162	317	284	285	28	0	0
163	318	286	287	29	0	0
164	319	288	289	80	119	2
165	320	289	290	27	0	0
166	322	291	292	42	0	0
167	323	292	293	112	178	3
168	325	294	295	55	59	1
169	329	297	298	72	59	1
170	331	300	270	8	0	0
171	333	301	302	145	51	1
172	334	303	304	426	0	0
173	342	305	306	86	119	2
174	343	307	308	83	59	1
175	346	309	310	90	59	1
176	353	312	313	54	238	4
177	354	314	315	90	357	6
178	355	316	317	48	357	6
179	356	318	319	93	0	0
180	362	323	324	89	51	1
181	363	325	323	76	0	0
182	365	326	327	73	0	0
183	366	328	329	117	51	1
184	371	330	331	198	51	1
185	372	332	333	209	0	0
186	376	334	335	91	0	0
187	381	322	318	77	51	1
188	387	337	335	122	51	1
189	388	329	334	8	0	0
190	389	334	278	147	153	3
191	390	335	278	164	102	2
192	398	339	338	54	51	1
193	416	340	333	161	51	1
194	417	341	342	114	85	1
195	435	343	344	838	40	1
196	436	344	345	536	51	1
197	439	346	347	38	0	0
198	440	347	348	38	0	0
199	441	348	349	58	59	1
200	442	350	351	15	0	0
201	443	352	353	64	238	4
202	444	353	276	2	0	0
203	446	354	355	68	119	2
204	448	356	357	70	0	0
205	449	351	358	33	59	1
206	453	359	360	30	280	1
207	455	361	362	61	0	0
208	457	363	364	79	59	1
209	458	365	366	32	0	0
210	460	367	368	126	51	1
211	462	369	370	60	178	3
212	463	369	371	7	0	0
213	464	371	372	53	119	2
214	465	371	373	38	0	0
215	466	374	369	74	119	2
216	467	374	375	100	476	8
217	468	376	377	109	1122	4
218	469	378	379	38	0	0
219	470	379	380	122	0	0
220	471	380	381	227	0	0
221	472	381	382	199	0	0
222	475	384	385	84	51	1
223	476	386	385	133	244	5
224	479	388	389	53	102	2
225	480	390	391	86	0	0
226	481	392	393	198	0	0
227	483	394	393	165	0	0
228	485	395	396	339	0	0
229	486	313	397	44	178	3
230	487	398	399	80	416	7
231	488	400	401	8	0	0
232	489	402	403	25	178	3
233	490	401	402	74	357	6
234	492	404	405	66	0	0
235	495	377	406	8	561	2
236	496	407	408	50	416	7
237	497	409	410	12	119	2
238	498	410	411	12	0	0
239	499	412	413	13	119	2
240	501	414	415	74	0	0
241	502	416	417	125	51	1
242	503	417	418	19	0	0
243	504	418	419	160	102	2
244	505	419	420	262	51	1
245	506	378	415	649	51	1
246	509	421	422	16	0	0
247	510	423	422	16	0	0
248	511	424	425	233	0	0
249	512	426	427	48	59	1
250	513	428	424	181	0	0
251	514	429	430	503	102	2
252	515	431	432	111	0	0
253	518	433	434	807	0	0
254	519	434	435	30	29	1
255	520	435	436	52	51	1
256	521	437	438	315	0	0
257	522	439	437	95	0	0
258	523	440	441	84	0	0
259	524	442	443	90	51	1
260	529	446	447	717	51	1
261	533	430	419	890	0	0
262	534	448	449	72	204	4
263	535	450	451	66	255	5
264	536	452	453	74	204	4
265	537	420	431	859	51	1
266	538	454	432	259	204	4
267	539	432	455	211	29	1
268	540	456	449	40	0	0
269	541	449	451	79	255	5
270	542	451	453	65	51	1
271	543	456	457	37	0	0
272	544	457	458	108	0	0
273	545	440	459	121	40	1
274	546	460	461	194	0	0
275	547	461	462	94	0	0
276	548	462	463	128	182	4
277	549	462	464	43	102	2
278	551	465	466	345	0	0
279	552	467	388	20	0	0
280	554	468	469	121	510	9
281	555	465	470	434	51	1
282	556	471	470	61	0	0
283	557	472	473	135	204	4
284	558	473	474	183	510	10
285	559	473	468	96	102	2
286	560	468	475	107	357	7
287	563	476	477	353	51	1
288	566	479	480	594	0	0
289	567	481	482	62	102	2
290	568	483	484	704	0	0
291	569	485	486	1722	0	0
292	570	472	487	108	102	2
293	571	488	489	679	0	0
294	572	490	478	650	0	0
295	573	490	488	76	0	0
296	575	479	491	111	0	0
297	576	492	493	404	51	1
298	577	494	495	58	59	1
299	579	495	496	271	0	0
300	586	497	498	53	357	6
301	589	12	499	58	0	0
302	590	500	501	114	595	10
303	591	501	502	88	378	6
304	592	503	504	78	119	2
305	593	505	506	28	0	0
306	595	507	508	19	892	15
307	597	509	510	65	0	0
308	599	511	512	39	59	1
309	600	512	513	81	0	0
310	601	514	515	39	51	1
311	602	515	516	56	306	6
312	605	517	518	178	1054	17
313	608	519	520	64	467	6
314	609	521	520	44	102	1
315	611	522	523	76	119	2
316	613	12	524	96	0	0
317	616	525	526	9	102	1
318	620	527	528	40	0	0
319	621	528	529	77	1122	16
320	624	530	531	50	238	4
321	625	532	533	111	676	11
322	626	533	534	6	59	1
