ProblemType:	CARP
NumberNodes:	788
NumberEdges:	1096
DepotNodeNumber:	0
NumberOfFractions:	1
NumberOfIntervalsForFraction	General_Glass_Metal_Plastic_Organic	1	14
GRAPH
EdgeNumber	EdgeId	StartNodeNumber	EndNodeNumber	Cost	Demand_0	Bins_0
START
0	0	0	1	41	0	0
1	5	2	3	15	0	0
2	6	3	4	97	15476	28
3	7	5	6	89	0	0
4	11	7	8	54	0	0
5	12	9	10	204	3060	7
6	13	9	11	10	0	0
7	14	11	8	10	0	0
8	16	12	13	181	42026	54
9	20	14	15	122	40562	33
10	21	16	17	33	714	7
11	25	18	19	55	19235	30
12	26	20	18	50	0	0
13	27	21	22	174	10341	9
14	28	23	21	99	40700	26
15	29	21	24	35	4350	2
16	30	25	26	119	6256	15
17	31	27	25	55	0	0
18	32	25	28	141	0	0
19	33	6	29	39	11724	29
20	36	29	11	17	0	0
21	38	30	31	215	7684	20
22	39	31	32	484	6620	23
23	41	33	34	3	1700	1
24	42	34	35	162	0	0
25	48	36	37	79	5372	9
26	49	38	39	54	0	0
27	50	39	40	17	10200	5
28	52	41	42	152	20982	28
29	53	43	44	98	36435	28
30	54	45	46	86	0	0
31	57	47	41	61	0	0
32	58	48	44	119	17112	13
33	59	49	50	107	7920	13
34	60	46	51	63	0	0
35	61	52	47	166	24353	48
36	62	51	53	23	0	0
37	63	54	55	79	0	0
38	65	56	57	140	27191	48
39	66	58	48	90	9013	6
40	67	59	60	226	3536	10
41	68	53	61	84	15589	18
42	69	57	52	153	24892	35
43	70	44	56	111	16747	22
44	71	62	63	69	0	0
45	72	63	54	6	0	0
46	73	61	62	22	9095	8
47	74	60	58	111	23484	42
48	75	55	59	213	9458	20
49	76	50	45	45	0	0
50	77	64	65	75	0	0
51	78	66	67	147	0	0
52	81	68	69	58	6120	6
53	82	70	71	55	29502	16
54	83	72	71	62	25049	17
55	84	73	74	19	27082	69
56	85	71	73	57	2720	2
57	86	75	69	56	3825	5
58	87	74	75	9	0	0
59	89	76	68	194	2312	4
60	90	77	78	84	16363	20
61	91	79	80	121	3424	12
62	92	81	82	47	7140	13
63	93	83	84	98	15045	13
64	94	85	86	105	0	0
65	95	87	88	6	0	0
66	100	89	90	244	27093	64
67	101	91	89	40	0	0
68	102	92	93	51	1870	2
69	103	94	95	110	32001	43
70	105	83	96	24	0	0
71	106	97	98	104	26069	31
72	107	98	83	56	12689	6
73	108	99	98	71	0	0
74	109	100	101	108	14331	12
75	110	102	100	145	2023	8
76	111	103	104	71	5729	15
77	112	103	105	98	3213	8
78	113	105	106	88	7674	16
79	114	107	103	67	32568	19
80	115	108	106	257	7334	21
81	116	109	110	97	16538	9
82	117	111	109	96	21964	29
83	118	112	113	150	16728	20
84	119	113	114	85	12444	11
85	121	116	115	28	0	0
86	122	117	116	93	13495	9
87	123	118	119	122	0	0
88	124	120	119	107	26118	21
89	126	121	122	91	4352	4
90	127	123	121	128	884	4
91	128	121	124	74	1122	4
92	129	124	125	85	0	0
93	130	126	127	115	0	0
94	131	128	126	72	1785	7
95	132	129	130	182	1037	6
96	133	129	131	22	0	0
97	134	132	133	26	0	0
98	135	134	135	40	0	0
99	136	136	132	97	1516	8
100	137	133	134	102	0	0
101	138	137	138	228	3960	17
102	139	139	140	197	9208	24
103	140	141	142	56	17760	30
104	142	90	143	11	0	0
105	143	144	145	133	26091	29
106	144	66	65	63	0	0
107	145	65	146	43	10652	26
108	146	147	95	30	0	0
109	147	64	148	66	0	0
110	148	149	150	72	0	0
111	149	151	152	16	0	0
112	150	153	154	47	0	0
113	151	147	155	93	25872	36
114	152	156	141	20	5712	7
115	153	143	157	92	15164	16
116	154	150	158	88	10540	11
117	155	154	152	56	0	0
118	156	149	159	9	0	0
119	157	157	156	81	4284	4
120	158	160	144	143	24034	37
121	159	160	142	34	0	0
122	160	153	155	16	0	0
123	161	151	159	53	0	0
124	162	158	90	65	0	0
125	163	95	148	15	0	0
126	164	161	162	91	3332	5
127	165	163	164	121	10472	7
128	166	164	161	94	2312	4
129	167	165	163	104	8704	12
130	170	162	166	101	13396	15
131	172	167	166	144	6630	5
132	173	168	169	83	2312	3
133	174	143	36	154	19540	22
134	175	37	170	118	3162	3
135	176	170	79	71	0	0
136	177	169	167	57	8896	9
137	178	171	168	204	19062	21
138	179	79	171	139	10608	13
139	180	172	166	480	0	0
140	183	173	174	49	8432	6
141	188	177	178	17	0	0
142	189	179	175	77	9235	32
143	190	180	181	125	8445	16
144	191	180	177	21	0	0
145	192	175	177	60	7346	24
146	193	181	182	70	16918	10
147	194	183	184	175	17204	24
148	196	185	186	176	1593	6
149	197	186	138	157	6647	7
150	198	187	188	69	816	4
151	199	189	190	219	23994	27
152	200	191	192	10	0	0
153	201	192	190	170	9598	11
154	203	193	194	84	15155	23
155	205	196	197	76	17060	13
156	206	195	196	26	0	0
157	207	160	198	60	18513	23
158	208	198	199	90	4556	6
159	209	200	201	31	0	0
160	211	202	203	56	16600	20
161	212	204	202	56	0	0
162	213	203	205	48	765	3
163	215	206	207	188	0	0
164	216	208	207	13	0	0
165	217	209	210	112	2715	22
166	218	211	212	207	19806	31
167	219	212	213	98	13090	10
168	220	211	214	79	0	0
169	221	215	216	76	13260	11
170	222	217	218	238	23732	20
171	223	219	220	112	0	0
172	224	221	222	133	29931	35
173	225	223	38	356	15308	27
174	226	224	225	22	1020	1
175	227	225	226	162	13511	12
176	230	227	228	180	4250	10
177	231	229	230	23	0	0
178	232	231	229	105	0	0
179	233	232	233	213	11304	31
180	236	234	235	213	9078	24
181	237	236	237	273	25548	85
182	238	238	50	183	20193	31
