ProblemType:	CARP
NumberNodes:	82
NumberEdges:	106
DepotNodeNumber:	17
NumberOfFractions:	1
NumberOfIntervalsForFraction	General_Glass_Metal_Plastic_Organic	1	14
GRAPH
EdgeNumber	EdgeId	StartNodeNumber	EndNodeNumber	Cost	Demand_0	Bins_0
START
0	81	0	1	58	6120	6
1	82	2	3	55	29502	16
2	83	4	3	62	25049	17
3	84	5	6	19	27082	69
4	85	3	5	57	2720	2
5	86	7	1	56	3825	5
6	87	6	7	9	0	0
7	89	8	0	194	2312	4
8	93	9	10	98	15045	13
9	105	9	11	24	0	0
10	106	12	13	104	26069	31
11	107	13	9	56	12689	6
12	108	14	13	71	0	0
13	109	15	16	108	14331	12
14	110	17	15	145	2023	8
15	111	18	19	71	6807	21
16	112	18	20	98	5039	17
17	113	20	21	88	9467	26
18	114	22	18	67	32568	19
19	121	23	24	28	0	0
20	122	25	23	93	13495	9
21	254	26	27	117	14288	9
22	269	28	29	36	0	0
23	270	30	31	35	0	0
24	271	32	33	35	13838	18
25	274	2	17	21	0	0
26	275	34	35	57	0	0
27	276	36	37	67	0	0
28	277	22	31	44	6052	7
29	279	38	28	39	4420	4
30	280	39	37	7	0	0
31	281	29	32	29	3668	11
32	282	40	38	113	15470	10
33	283	41	17	69	0	0
34	284	2	42	55	0	0
35	285	42	36	74	23304	28
36	286	26	25	112	15065	12
37	288	41	35	13	0	0
38	289	39	40	82	0	0
39	290	30	34	74	8840	7
40	291	25	22	59	16014	13
41	303	43	44	64	3400	2
42	326	45	46	76	6664	10
43	329	41	47	242	8690	25
44	336	48	49	90	16201	6
45	338	31	48	110	13685	9
46	340	24	27	96	204	2
47	450	28	50	46	20868	25
48	451	51	52	259	27003	24
49	452	53	37	26	0	0
50	453	7	51	131	25854	12
51	454	54	52	99	26279	14
52	455	52	53	56	30060	18
53	456	6	54	131	18626	6
54	457	51	54	11	0	0
55	458	55	43	229	25076	43
56	459	56	55	56	7922	7
57	460	55	57	59	0	0
58	462	8	58	97	9265	18
59	463	35	8	32	3400	1
60	539	59	60	79	17623	19
61	543	49	61	235	2040	1
62	547	62	57	55	0	0
63	548	57	44	236	36347	58
64	567	23	48	77	0	0
65	601	40	63	112	16122	21
66	603	63	59	80	20732	26
67	607	60	64	25	0	0
68	625	34	61	184	17221	25
69	626	65	66	23	0	0
70	627	66	67	90	6324	5
71	628	68	65	73	510	2
72	630	66	69	74	0	0
73	634	61	68	50	4556	9
74	1070	46	70	26	3740	1
75	1077	45	10	11	0	0
76	1078	69	45	179	36380	46
77	1081	16	71	74	7605	16
78	1082	16	14	6	0	0
79	1083	68	47	60	0	0
80	1084	47	14	70	17770	27
81	1086	72	73	72	0	0
82	1087	64	72	74	10642	8
83	1088	73	71	74	6885	6
84	1149	74	26	101	19210	16
85	1158	75	20	128	8128	43
86	1159	42	76	156	9792	12
87	1160	11	71	73	1700	1
88	1161	76	71	107	0	0
89	1162	59	77	78	13515	9
90	1163	76	15	73	14121	27
91	1164	78	76	74	6290	11
92	1165	77	78	73	2975	5
93	1166	36	78	165	8449	13
94	1167	78	73	108	0	0
95	1168	39	77	176	20806	28
96	1169	77	72	109	19745	18
97	1170	75	74	141	39339	41
98	1249	40	79	133	15540	16
99	1250	79	62	68	11832	10
100	1251	62	56	59	0	0
101	1253	80	81	163	6460	5
102	1254	34	58	124	40947	30
103	1255	81	0	39	15521	16
104	1256	1	44	14	0	0
105	1257	58	0	112	10166	15
END
-----------------------------------------
InputUsedToGenerateTheGraph:
County:	Frederiksberg
CenterNodeId:	149
Radius:	600
HouseTypes:	Normal	Summer	Apartment
NumberOfWasteFractions: 5
IntervalsForWasteFraction:	general	2.3	3.5	7.0
IntervalsForWasteFraction:	glass	7.0	14.0	21.0	28.0
IntervalsForWasteFraction:	metal	7.0	14.0	28.0	56.0
IntervalsForWasteFraction:	plastic	7.0	14.0	28.0	56.0
IntervalsForWasteFraction:	Organic	28.0
-----------------------------------------


