ProblemType:	CARP
NumberNodes:	5847
NumberEdges:	6941
DepotNodeNumber:	3833
NumberOfFractions:	1
NumberOfIntervalsForFraction	General_Glass_Metal_Plastic_Organic	1	14
GRAPH
EdgeNumber	EdgeId	StartNodeNumber	EndNodeNumber	Cost	Demand_0	Bins_0
START
0	0	0	1	90	383	3
1	1	0	2	124	680	4
2	2	3	4	113	689	4
3	3	5	6	31	162	1
4	4	7	5	93	1114	6
5	6	8	9	50	544	4
6	7	3	10	99	323	2
7	8	11	12	66	799	5
8	9	13	14	120	1811	11
9	10	15	16	94	1029	7
10	12	17	18	108	1063	7
11	13	19	20	59	485	3
12	14	21	22	55	1981	12
13	15	23	24	143	0	0
14	16	25	0	97	1343	7
15	17	26	25	100	485	3
16	18	1	26	99	689	4
17	19	1	27	41	833	5
18	20	28	29	52	0	0
19	21	30	31	554	162	1
20	22	32	33	79	544	4
21	23	34	35	9	0	0
22	24	36	37	139	1751	14
23	25	38	32	126	1947	14
24	26	39	34	59	0	0
25	27	40	41	55	595	4
26	28	42	43	161	2168	15
27	29	44	45	164	2023	16
28	30	46	47	51	323	2
29	31	48	47	97	1394	9
30	32	49	48	25	272	2
31	33	50	49	54	272	2
32	34	51	52	62	162	1
33	35	52	53	7	0	0
34	36	53	54	51	111	1
35	37	54	55	75	315	2
36	38	56	57	139	1734	13
37	39	58	59	102	1590	10
38	40	60	61	96	1241	8
39	41	62	63	29	272	2
40	42	64	65	27	0	0
41	43	66	64	141	2168	13
42	44	57	67	83	1352	10
43	45	59	68	123	1581	10
44	46	61	69	135	1998	14
45	47	70	71	143	2270	16
46	48	63	72	47	162	1
47	49	72	73	51	272	2
48	50	59	57	72	162	1
49	51	73	74	23	162	1
50	52	75	30	361	111	1
51	53	76	77	190	2865	20
52	54	78	79	35	0	0
53	55	80	78	36	162	1
54	57	83	84	51	1207	7
55	58	85	86	32	6920	2
56	59	87	88	16	366	2
57	60	89	90	74	323	2
58	61	91	92	37	765	4
59	62	93	94	10	408	2
60	63	95	96	379	655	5
61	64	94	90	203	111	1
62	67	98	99	79	162	1
63	69	101	102	37	204	1
64	70	102	103	58	816	4
65	71	101	104	37	315	2
66	72	105	106	50	595	4
67	73	107	108	43	884	5
68	74	109	110	36	680	4
69	75	109	111	79	1258	10
70	76	109	112	71	366	2
71	77	113	114	21	162	1
72	78	115	113	34	476	3
73	79	116	115	66	485	3
74	80	117	118	24	918	6
75	81	118	119	21	0	0
76	82	120	115	110	1071	5
77	83	121	122	66	162	1
78	84	123	124	43	0	0
79	85	125	126	43	204	1
80	86	127	126	11	111	1
81	87	126	128	25	544	4
82	88	125	129	24	544	4
83	89	130	131	44	876	7
84	90	132	133	101	0	0
85	91	132	134	50	162	1
86	92	135	136	168	1777	12
87	93	137	138	38	434	3
88	94	138	139	9	323	2
89	96	113	142	240	859	6
90	97	143	142	17	0	0
91	98	144	145	48	162	1
92	99	146	145	32	383	3
93	100	145	147	6	0	0
94	101	147	148	42	315	2
95	102	147	149	30	272	2
96	103	149	150	44	587	4
97	104	148	151	24	332	3
98	105	152	153	84	442	4
99	106	154	155	54	587	4
100	107	154	156	52	638	4
101	108	157	154	35	323	2
102	109	157	158	49	748	5
103	110	159	160	29	1054	7
104	111	161	162	32	383	3
105	112	163	104	56	204	1
106	113	144	163	8	0	0
107	114	149	164	22	655	5
108	115	102	165	47	544	4
109	116	166	83	51	680	4
110	117	167	168	4	111	1
111	118	169	168	64	162	1
112	119	167	170	108	638	4
113	120	15	170	102	221	2
114	121	171	133	112	510	1
115	122	172	173	188	0	0
116	123	173	174	100	995	4
117	124	175	166	51	0	0
118	125	176	177	115	1938	9
119	127	178	179	164	2253	15
120	128	179	45	43	0	0
121	129	180	181	30	0	0
122	130	182	183	31	0	0
123	131	184	185	183	2576	18
124	132	186	187	80	434	3
125	133	188	189	165	2355	16
126	134	190	181	165	2482	15
127	135	180	191	233	0	0
128	136	192	193	53	1122	8
129	137	194	187	26	383	3
130	138	195	196	48	0	0
131	139	197	182	146	1879	13
132	140	198	199	165	2389	15
133	141	200	189	16	0	0
134	142	201	202	164	1794	14
135	144	203	204	128	2151	12
136	145	205	206	24	0	0
137	146	207	208	164	2576	17
138	147	209	210	164	2457	16
139	148	211	210	37	323	2
140	149	212	208	32	0	0
141	150	206	212	43	8160	2
142	151	213	206	101	2117	16
143	152	214	215	6	0	0
144	153	216	217	43	383	3
145	154	218	219	23	485	3
146	155	219	220	9	162	1
147	156	221	222	17	1343	9
148	157	223	224	52	850	5
149	159	214	225	39	323	2
150	160	214	227	75	595	4
151	161	228	227	39	323	2
152	162	227	224	22	162	1
153	163	224	229	44	1301	7
154	164	230	231	446	1182	6
155	165	232	233	9	0	0
156	166	234	235	33	111	1
157	167	234	236	41	425	3
158	168	237	143	63	111	1
159	169	238	239	38	3400	5
160	170	240	241	111	918	6
161	171	240	242	37	0	0
162	172	243	240	60	0	0
163	173	244	245	106	1071	7
164	174	245	155	42	272	2
165	175	242	246	10	0	0
166	176	162	247	63	221	2
167	177	248	247	7	111	1
168	178	247	81	25	162	1
169	179	249	101	52	1233	8
170	180	250	163	102	646	4
171	181	251	252	56	111	1
172	182	253	254	34	332	3
173	183	255	254	11	0	0
174	184	255	211	26	162	1
175	185	256	257	228	884	3
176	187	258	259	68	0	0
177	188	260	259	21	0	0
178	191	261	262	852	774	4
179	193	263	264	208	3247	24
180	194	264	265	248	1981	13
181	195	266	265	110	0	0
182	196	266	267	89	332	3
183	197	267	268	48	221	2
184	198	269	270	44	1454	5
185	199	271	269	138	4437	28
186	200	272	273	95	1717	8
187	201	270	274	85	1828	10
188	207	275	276	115	952	6
189	208	277	278	119	1768	12
190	209	279	280	62	3978	10
191	210	281	282	56	0	0
192	211	283	284	164	0	0
193	233	295	296	407	111	1
194	236	298	299	173	842	5
195	237	300	301	35	315	2
196	238	302	303	89	706	5
197	239	304	305	28	0	0
198	240	306	307	343	0	0
199	241	308	309	40	111	1
200	242	308	310	147	1003	6
201	243	310	311	8	204	1
202	244	312	313	183	986	5
203	245	313	314	317	2295	15
204	246	308	312	100	451	2
205	247	315	316	11	0	0
206	248	317	318	13	0	0
207	249	319	320	204	3086	20
208	250	321	322	59	544	4
209	251	321	323	67	663	6
210	252	324	325	80	2406	16
211	253	325	326	71	1675	12
212	254	327	328	60	442	4
213	256	327	329	75	1029	7
214	257	330	331	43	1658	11
215	258	332	333	43	1360	10
216	259	334	335	103	366	2
217	260	336	334	10	0	0
218	261	337	338	60	0	0
219	262	337	339	197	1403	10
220	263	340	338	89	3154	7
221	264	341	342	139	1964	13
222	265	343	344	90	519	3
223	266	345	343	82	0	0
224	267	346	340	51	272	2
225	268	347	348	47	2295	19
226	269	349	350	38	3754	40
227	270	351	352	110	442	4
228	271	353	354	78	1139	8
229	272	355	356	25	544	4
230	273	357	355	93	706	5
231	274	355	358	225	3001	20
232	275	357	359	238	3494	25
233	276	360	357	94	1488	9
234	277	361	362	66	519	3
235	278	363	364	51	162	1
236	279	365	366	56	595	4
237	280	366	367	30	0	0
238	281	339	368	473	4065	31
239	282	369	370	27	476	3
240	283	371	372	87	646	4
241	284	373	374	61	791	5
242	285	339	375	15	162	1
243	286	376	377	97	587	4
244	287	344	378	170	1114	7
245	288	377	379	97	1275	8
246	289	380	363	45	876	3
247	290	381	382	15	204	1
248	291	359	383	43	0	0
249	292	378	359	16	0	0
250	293	383	358	50	0	0
251	294	358	384	8	0	0
252	295	384	385	127	2992	18
253	296	386	387	76	1947	12
254	306	388	389	51	0	0
255	310	390	391	23	672	4
256	311	392	391	140	2100	11
257	312	390	393	61	680	2
258	313	394	395	197	3587	24
259	314	396	397	95	0	0
260	317	398	399	140	0	0
261	318	400	401	17	0	0
262	319	402	403	67	825	7
263	320	404	405	58	638	4
264	321	406	407	67	1012	6
265	322	408	409	160	4250	34
266	323	410	411	368	0	0
267	324	412	413	96	808	6
268	325	414	415	183	1998	14
269	326	416	417	67	332	3
270	327	418	416	45	272	2
271	328	419	420	640	0	0
272	329	410	421	13	0	0
273	330	422	423	124	3825	1
274	331	424	425	52	366	2
275	333	426	427	88	0	0
276	334	426	428	221	1692	13
277	335	429	430	152	1870	10
278	336	430	431	59	366	2
279	337	432	433	228	4627	38
280	338	434	435	86	272	2
281	339	412	436	212	4083	48
282	340	435	437	121	714	6
283	341	438	439	81	0	0
284	343	440	441	366	544	2
285	344	442	443	131	0	0
286	346	437	444	128	765	6
287	347	440	445	211	3443	9
288	348	446	447	248	3919	14
289	349	448	449	51	842	5
290	350	449	450	46	1632	8
291	351	451	452	89	961	6
292	352	452	453	195	8645	20
293	353	454	455	152	3819	17
